matches,team,year
16,frc1856,2006
41,frc6193,2017
7,frc3053,2009
22,frc2949,2011
14,frc4363,2012
7,frc2345,2009
23,frc5493,2017
8,frc1620,2006
18,frc4067,2012
20,frc581,2012
30,frc2438,2016
11,frc2747,2012
95,frc176,2015
11,frc545,2009
38,frc647,2010
12,frc4622,2014
11,frc2846,2010
15,frc637,2006
12,frc1768,2012
58,frc1025,2017
26,frc649,2010
9,frc3345,2012
23,frc39,2009
6,frc3138B,2015
41,frc904,2005
19,frc3168,2010
25,frc5839,2016
21,frc303,2009
7,frc2929,2009
12,frc2153,2009
37,frc1507,2011
24,frc4827,2013
11,frc1808,2008
23,frc1510,2009
19,frc151,2012
9,frc3674,2012
24,frc4590,2015
28,frc1468,2006
12,frc2455,2011
7,frc136,2007
11,frc1259,2012
26,frc1574,2012
10,frc695,2012
12,frc2061,2009
8,frc1875,2008
20,frc5837,2016
18,frc2915,2009
8,frc768,2013
26,frc509,2015
9,frc3102,2011
8,frc4244,2016
15,frc4484,2014
14,frc1293,2011
12,frc4161,2016
65,frc604,2014
10,frc276,2012
26,frc288,2008
24,frc5713,2015
25,frc956,2012
11,frc3703,2014
17,frc3289,2014
10,frc5250,2015
8,frc3839,2016
8,frc335,2006
11,frc1895,2014
8,frc256,2016
19,frc58,2007
13,frc4521,2015
22,frc2175,2012
24,frc5265,2017
10,frc1750,2014
27,frc4269,2016
12,frc1908,2010
9,frc3749,2016
23,frc2603,2011
22,frc5427,2015
8,frc2576,2008
9,frc3169,2013
20,frc611,2014
8,frc550,2006
8,frc3111,2011
29,frc5977,2017
26,frc2102,2014
10,frc6664,2017
7,frc2560,2009
10,frc2168,2010
18,frc3529,2011
27,frc195,2010
8,frc1308,2009
45,frc1572,2015
13,frc2918,2011
64,frc4522,2014
21,frc3236,2013
9,frc867,2008
7,frc2265,2007
8,frc1870,2006
15,frc5544,2015
7,frc346,2005
25,frc3653,2012
1,frc3286,2014
11,frc4396,2014
11,frc1290,2017
24,frc3002,2012
12,frc5614,2015
40,frc1592,2010
8,frc5299,2016
13,frc5959,2016
11,frc3807,2014
62,frc2471,2016
25,frc771,2010
5,frc562,2006
18,frc6001,2017
24,frc304,2012
28,frc4541,2015
50,frc45,2015
29,frc375,2015
27,frc2035,2017
42,frc1279,2008
35,frc3360,2012
10,frc3041,2013
24,frc3658,2017
17,frc2185,2014
11,frc1108,2010
10,frc5040,2014
9,frc352,2015
10,frc1916,2011
10,frc3240,2017
25,frc1834,2008
11,frc4809,2014
15,frc5312,2014
52,frc1529,2017
45,frc233,2006
10,frc1294,2006
10,frc3139,2011
29,frc136,2013
30,frc5804,2017
9,frc5019,2015
8,frc1900,2006
16,frc554,2015
11,frc5200,2017
17,frc570,2006
26,frc1987,2015
10,frc2664,2008
8,frc4078,2013
11,frc5261,2017
12,frc1094,2006
17,frc1648,2011
11,frc4088,2012
60,frc488,2017
10,frc3382,2010
27,frc5921,2017
49,frc503,2006
26,frc5561,2016
15,frc991,2009
9,frc4480,2015
22,frc4765,2016
11,frc3743,2011
21,frc3172,2011
22,frc2483,2013
24,frc3067,2015
9,frc1307,2005
12,frc4769,2016
16,frc101,2016
11,frc4836,2013
15,frc2487,2009
29,frc2708,2017
20,frc768,2007
16,frc2709,2009
65,frc70,2010
14,frc648,2013
3,frc3063,2010
26,frc5256,2015
18,frc1302,2005
22,frc501,2009
33,frc1138,2011
13,frc3216,2014
42,frc701,2008
23,frc2486,2011
18,frc1124,2009
28,frc5227,2017
17,frc3241,2010
43,frc2959,2017
12,frc4608,2013
20,frc2912,2015
45,frc213,2015
11,frc1669,2008
10,frc1721,2007
8,frc2078,2017
29,frc222,2005
23,frc2836,2010
10,frc5190,2015
79,frc1595,2017
24,frc6504,2017
19,frc2761,2010
31,frc204,2015
20,frc5968,2016
12,frc167,2006
9,frc2246,2007
10,frc6378,2016
24,frc4466,2013
15,frc1551,2009
10,frc1611,2006
10,frc1457,2010
7,frc2525,2009
24,frc5556,2015
10,frc3484,2013
24,frc122,2012
8,frc3760,2013
36,frc4087,2016
10,frc2432,2013
26,frc5610,2015
24,frc2226,2010
31,frc1421,2007
55,frc237,2014
35,frc293,2007
20,frc1758,2017
19,frc1466,2012
100,frc67,2015
44,frc4371,2017
37,frc341,2007
7,frc2926,2009
22,frc1522,2008
12,frc4641,2014
8,frc6132,2016
10,frc4706,2013
23,frc5876,2016
44,frc108,2005
9,frc3872,2011
56,frc1701,2014
24,frc2600,2015
36,frc180,2005
41,frc3015,2013
11,frc4290,2014
12,frc4508,2015
23,frc5549,2015
11,frc3587,2013
40,frc5291,2017
22,frc1072,2006
15,frc839,2006
11,frc1212,2017
22,frc3298,2014
9,frc3218,2010
9,frc3615,2017
23,frc547,2008
41,frc228,2010
20,frc1246,2012
10,frc408,2010
25,frc515,2006
9,frc1414,2009
11,frc2845,2011
21,frc279,2017
16,frc1775,2007
8,frc421,2015
9,frc2885,2009
38,frc365,2011
20,frc1973,2013
25,frc6017,2017
9,frc2982,2012
12,frc2136,2014
10,frc1954,2015
75,frc4911,2017
11,frc2261,2012
78,frc359,2015
9,frc4019,2015
60,frc4286,2016
10,frc3278,2014
21,frc342,2015
34,frc63,2013
10,frc1765,2017
35,frc395,2005
19,frc1155,2016
12,frc442,2007
68,frc51,2016
23,frc5326,2016
11,frc2347,2014
8,frc995,2013
9,frc1553,2014
18,frc816,2005
40,frc3588,2015
24,frc4050,2017
21,frc1893,2009
10,frc4268,2013
11,frc2656,2009
9,frc4163,2012
11,frc1537,2009
9,frc5178,2017
18,frc2874,2012
9,frc3297,2010
15,frc97,2006
23,frc2626,2014
14,frc1942,2007
33,frc269,2009
24,frc3741,2014
9,frc4955,2016
12,frc4106,2014
9,frc4511,2015
10,frc253,2006
9,frc596,2007
18,frc1692,2006
26,frc6550,2017
12,frc321,2007
13,frc2930,2011
16,frc4027,2013
61,frc263,2015
73,frc3719,2017
23,frc5499,2015
59,frc1262,2017
24,frc1791,2014
83,frc190,2014
10,frc3243,2017
24,frc3499,2015
10,frc3122,2014
11,frc4378,2016
9,frc3265,2014
10,frc5586,2016
10,frc1769,2013
12,frc2961,2017
22,frc888,2011
14,frc3145,2015
10,frc5551,2016
9,frc1376,2005
10,frc2638,2011
9,frc3413,2011
11,frc2905,2013
10,frc1583,2015
29,frc1075,2008
10,frc2859,2011
11,frc698,2009
28,frc5518,2017
7,frc2349,2009
11,frc4611,2013
45,frc1778,2016
8,frc640,2015
51,frc2848,2016
9,frc4180,2013
9,frc5168,2015
24,frc2163,2009
18,frc2221,2016
8,frc975,2007
23,frc116,2012
43,frc1156,2017
13,frc870,2013
12,frc2518,2009
9,frc1799,2010
8,frc211,2007
8,frc5452,2015
53,frc1504,2014
11,frc4359,2012
40,frc6177,2016
11,frc1858,2006
10,frc6654,2017
38,frc1540,2012
72,frc2363,2017
15,frc378,2005
24,frc9,2006
13,frc2823,2010
23,frc702,2011
23,frc4735,2014
10,frc2242,2014
8,frc754,2008
27,frc6055,2016
30,frc4143,2012
33,frc3117,2015
14,frc2579,2009
26,frc2053,2014
11,frc1477,2006
11,frc6585,2017
20,frc2506,2013
45,frc1596,2017
11,frc1789,2012
43,frc4907,2017
30,frc1817,2011
11,frc2875,2010
14,frc4310,2016
64,frc5509,2017
31,frc3266,2014
38,frc5087,2016
24,frc752,2016
58,frc4216,2016
21,frc4160,2013
8,frc1482,2008
8,frc1689,2008
30,frc1098,2010
25,frc3459,2013
116,frc1023,2015
31,frc5069,2016
83,frc245,2016
8,frc2354,2017
10,frc1966,2006
12,frc3989,2013
9,frc1694,2006
16,frc847,2010
39,frc5287,2014
31,frc4042,2015
39,frc2586,2009
9,frc1599,2014
11,frc5831,2017
49,frc2122,2011
7,frc1577,2005
84,frc573,2014
11,frc2809,2015
9,frc3331,2013
12,frc88,2005
8,frc1355,2005
26,frc5217,2017
7,frc2366,2008
15,frc3878,2013
24,frc1676,2006
10,frc3533,2015
11,frc1636,2006
54,frc16,2015
19,frc1386,2008
9,frc4594,2017
10,frc2134,2011
19,frc2158,2013
31,frc5093,2014
8,frc2632,2009
26,frc5696,2017
40,frc5404,2017
16,frc238,2006
35,frc3115,2012
13,frc3681,2012
14,frc1065,2017
9,frc4360,2015
32,frc3528,2015
69,frc1250,2009
45,frc2834,2011
9,frc4170,2012
10,frc1836,2007
14,frc2016,2009
32,frc3489,2013
27,frc1339,2015
32,frc1538,2008
27,frc4950,2014
62,frc25,2014
67,frc33,2005
11,frc4692,2013
10,frc1899,2006
24,frc5226,2015
52,frc5587,2016
8,frc9998,2016
9,frc2434,2010
39,frc2609,2014
10,frc3596,2016
13,frc2040,2010
13,frc5519,2016
54,frc2056,2009
10,frc2539,2009
12,frc2064,2012
14,frc1884,2013
12,frc4415,2014
10,frc3762,2011
9,frc5003,2015
9,frc3573,2013
28,frc5524,2016
9,frc1602,2007
11,frc3000,2015
26,frc3527,2016
9,frc5219,2014
30,frc1527,2006
9,frc2371,2008
9,frc4110,2013
9,frc3610,2011
12,frc1671,2010
14,frc1719,2009
46,frc1413,2016
26,frc5624,2017
21,frc4533,2015
13,frc587,2006
31,frc5462,2016
10,frc4226,2013
22,frc5125,2016
20,frc1011,2006
19,frc1846,2008
9,frc1137,2010
89,frc3620,2016
8,frc2450,2016
9,frc2217,2013
25,frc1126,2005
9,frc4455,2017
8,frc3840,2016
12,frc2625,2013
8,frc5965,2017
30,frc5002,2017
12,frc443,2010
8,frc2789,2009
28,frc1598,2016
11,frc4386,2017
27,frc3492,2017
40,frc2502,2014
31,frc2557,2013
35,frc3324,2017
19,frc6474,2017
11,frc1920,2006
43,frc2791,2014
58,frc955,2017
10,frc2935,2011
10,frc6166,2017
17,frc922,2008
9,frc456,2008
20,frc3318,2010
24,frc5714,2016
27,frc4995,2014
13,frc3600,2015
40,frc2075,2010
33,frc1786,2015
27,frc93,2005
34,frc3624,2016
24,frc6573,2017
15,frc5742,2015
45,frc5417,2016
25,frc231,2005
13,frc1389,2006
20,frc2362,2008
43,frc5719,2017
9,frc2158,2007
24,frc2046,2009
10,frc1743,2011
19,frc4969,2014
19,frc3951,2016
51,frc179,2005
9,frc1787,2015
38,frc5110,2017
25,frc3408,2013
54,frc223,2017
10,frc2501,2014
9,frc4517,2016
37,frc1730,2017
25,frc706,2017
52,frc1836,2013
23,frc467,2011
8,frc857,2008
11,frc1590,2016
29,frc1665,2017
39,frc2990,2011
67,frc131,2016
24,frc6092,2017
8,frc2198,2008
24,frc369,2010
8,frc1635,2011
11,frc3225,2013
10,frc4597,2014
10,frc4924,2016
10,frc2542,2011
15,frc2043,2007
10,frc3759,2011
24,frc5194,2014
24,frc4337,2015
22,frc2002,2008
20,frc668,2011
19,frc2429,2012
36,frc1251,2005
25,frc4589,2014
9,frc4054,2015
15,frc168,2008
10,frc2239,2016
20,frc1002,2010
10,frc1965,2006
24,frc2911,2017
37,frc114,2013
10,frc1102,2016
42,frc364,2014
30,frc2797,2016
7,frc2385,2008
1,frc10000,2015
42,frc2729,2015
28,frc3802,2016
16,frc2047,2007
28,frc5706,2015
39,frc5945,2016
10,frc499,2014
24,frc453,2005
45,frc1511,2011
8,frc1340,2008
24,frc1940,2010
42,frc1731,2014
20,frc2217,2007
12,frc3566,2011
64,frc5205,2017
23,frc4523,2017
11,frc1429,2006
10,frc3165,2011
40,frc246,2012
28,frc3044,2012
61,frc2851,2014
22,frc5253,2015
14,frc442,2013
14,frc3686,2011
16,frc63,2007
11,frc3966,2013
25,frc34,2016
49,frc2813,2013
22,frc422,2009
10,frc3722,2014
10,frc2723,2010
10,frc3146,2012
11,frc4356,2014
36,frc4097,2015
11,frc1942,2013
45,frc5144,2017
24,frc4051,2017
54,frc379,2015
9,frc1248,2010
9,frc2004,2015
68,frc5150,2016
18,frc6619,2017
8,frc1896,2008
21,frc1539,2011
25,frc2352,2012
9,frc2503,2012
29,frc3550,2012
9,frc3834,2012
28,frc5688,2015
51,frc4285,2017
8,frc2643,2009
32,frc321,2013
11,frc709,2005
10,frc2499,2014
9,frc1026,2011
10,frc1909,2006
10,frc3026,2014
27,frc3158,2015
8,frc2989,2013
28,frc4951,2017
10,frc6365,2017
25,frc340,2006
13,frc2395,2011
23,frc4643,2014
12,frc1769,2007
11,frc1591,2015
35,frc94,2005
34,frc1351,2008
53,frc1771,2016
37,frc1261,2015
10,frc4702,2015
7,frc773,2006
11,frc884,2009
9,frc2985,2011
21,frc2583,2016
8,frc4562,2017
10,frc121,2010
85,frc5460,2016
28,frc2839,2013
91,frc973,2014
8,frc1257,2011
26,frc5748,2017
39,frc1024,2011
11,frc2665,2013
25,frc6348,2017
13,frc870,2007
27,frc3714,2017
43,frc181,2017
115,frc230,2014
43,frc868,2015
14,frc949,2006
9,frc937,2017
32,frc4656,2013
50,frc4592,2017
10,frc6058,2017
18,frc1366,2006
31,frc3530,2013
14,frc6674,2017
64,frc2180,2012
55,frc2607,2013
24,frc6046,2017
56,frc5635,2017
20,frc841,2006
9,frc2582,2010
39,frc3501,2013
55,frc3688,2015
12,frc2881,2011
10,frc4021,2017
19,frc3633,2015
12,frc4714,2016
11,frc4746,2017
21,frc3502,2013
10,frc2916,2016
7,frc589,2009
10,frc3363,2011
13,frc1028,2006
8,frc313,2008
50,frc1658,2015
8,frc2461,2017
11,frc300,2006
16,frc1660,2012
10,frc2077,2014
24,frc4296,2015
10,frc3272,2012
18,frc1693,2006
9,frc2531,2010
20,frc3748,2015
33,frc703,2012
10,frc806,2015
24,frc5633,2015
22,frc620,2014
30,frc6305,2017
9,frc4238,2012
26,frc2577,2013
11,frc2389,2014
30,frc342,2005
44,frc4774,2017
9,frc2711,2010
65,frc2648,2013
9,frc4400,2013
8,frc2984,2017
45,frc173,2017
9,frc2545,2009
25,frc359,2005
32,frc836,2013
13,frc5324,2016
60,frc2936,2013
38,frc3944,2015
24,frc549,2008
20,frc696,2008
11,frc4259,2013
24,frc1922,2015
27,frc3458,2014
12,frc421,2005
54,frc111,2008
16,frc159,2009
12,frc1029,2006
13,frc4164,2012
47,frc2228,2015
11,frc3643,2012
11,frc1361,2014
12,frc4410,2013
15,frc1033,2008
11,frc4630,2013
27,frc3883,2017
16,frc665,2006
26,frc540,2015
12,frc4685,2015
11,frc1927,2008
27,frc1939,2010
12,frc670,2008
29,frc3572,2011
29,frc4375,2017
13,frc9671,2016
41,frc2145,2010
22,frc180,2015
14,frc4203,2017
43,frc1370,2017
13,frc1111,2006
15,frc1594,2005
29,frc3191,2014
10,frc3179,2011
10,frc5441,2015
24,frc5941,2016
24,frc1641,2007
29,frc353,2009
8,frc3005,2009
17,frc1518,2016
49,frc1941,2009
61,frc6569,2017
11,frc1607,2009
28,frc2549,2009
8,frc519,2007
35,frc108,2015
27,frc120,2017
11,frc3814,2011
23,frc4550,2017
71,frc67,2005
10,frc3734,2011
10,frc1946,2015
22,frc399,2007
31,frc4610,2013
22,frc846,2006
12,frc2408,2010
94,frc2468,2016
22,frc1160,2011
30,frc2439,2016
30,frc935,2016
32,frc1741,2009
28,frc3711,2013
27,frc5202,2016
33,frc1288,2015
16,frc967,2008
10,frc5119,2015
29,frc1517,2013
14,frc514,2009
21,frc2339,2010
9,frc3082,2009
25,frc2375,2017
24,frc3415,2011
20,frc204,2005
51,frc66,2010
14,frc3800,2014
8,frc2565,2008
26,frc2085,2011
12,frc2444,2012
19,frc2528,2015
20,frc423,2011
20,frc457,2006
51,frc222,2015
8,frc4219,2016
60,frc4320,2017
26,frc1302,2015
12,frc5195,2014
18,frc4549,2017
20,frc894,2008
42,frc1218,2011
24,frc4965,2015
13,frc417,2008
10,frc6670,2017
42,frc624,2011
7,frc878,2009
29,frc5201,2017
27,frc5238,2017
11,frc5569,2015
11,frc4693,2015
10,frc564,2017
7,frc2908,2009
10,frc3346,2011
9,frc383,2017
28,frc3875,2011
12,frc3679,2017
41,frc1528,2010
23,frc2010,2010
33,frc1307,2015
34,frc1018,2006
28,frc2976,2015
13,frc1720,2006
77,frc469,2010
9,frc5279,2014
9,frc3777,2011
22,frc4792,2015
13,frc2036,2013
10,frc2819,2011
32,frc3602,2012
11,frc4341,2012
28,frc751,2016
25,frc87,2007
9,frc2913,2010
49,frc1360,2016
39,frc1422,2013
11,frc5034,2014
20,frc538,2006
24,frc4376,2012
12,frc529,2010
21,frc2172,2009
75,frc1323,2014
15,frc3386,2010
10,frc5276,2014
32,frc3535,2014
30,frc5331,2017
18,frc3023,2017
42,frc375,2005
81,frc2073,2014
25,frc45,2005
10,frc2966,2015
13,frc675,2006
8,frc5070,2016
11,frc3690,2011
40,frc6736,2017
10,frc3090,2010
24,frc2431,2009
23,frc4146,2014
34,frc346,2015
24,frc3192,2014
26,frc956,2006
15,frc2883,2012
13,frc4188,2014
51,frc2849,2017
25,frc2733,2012
13,frc1572,2005
11,frc276,2006
13,frc1281,2008
10,frc743,2010
10,frc1972,2011
10,frc5652,2015
39,frc6350,2017
10,frc11,2007
24,frc3021,2012
11,frc3062,2014
23,frc1574,2006
13,frc695,2006
9,frc877,2009
9,frc2511,2015
31,frc3205,2017
12,frc1259,2006
118,frc3314,2016
23,frc1468,2012
11,frc6068,2016
14,frc151,2006
23,frc1685,2005
10,frc5993,2017
9,frc3300,2012
12,frc2551,2013
20,frc2713,2009
18,frc2705,2015
21,frc3070,2010
38,frc1213,2006
10,frc4034,2012
10,frc3251,2015
9,frc3544,2017
11,frc3273,2011
57,frc3495,2015
67,frc1089,2013
11,frc1768,2006
55,frc201,2009
11,frc2186,2015
24,frc6019,2017
8,frc1706,2007
12,frc3027,2015
28,frc1559,2017
25,frc581,2006
45,frc3824,2017
27,frc1785,2010
14,frc3339,2012
7,frc2084,2009
34,frc3173,2012
30,frc3680,2017
14,frc2477,2010
7,frc3049,2009
21,frc1296,2010
11,frc4319,2012
8,frc3136,2015
7,frc3109,2009
11,frc2161,2010
37,frc87,2013
14,frc492,2009
11,frc1123,2015
16,frc31,2017
28,frc2906,2014
12,frc6360,2017
15,frc558,2009
27,frc1153,2011
37,frc2614,2013
13,frc2678,2008
32,frc772,2008
28,frc3781,2015
51,frc904,2015
24,frc4983,2014
9,frc1054,2006
49,frc5407,2017
11,frc2833,2014
42,frc3473,2015
16,frc1657,2008
19,frc1700,2010
18,frc4011,2015
14,frc2141,2010
67,frc2907,2014
9,frc3013,2017
24,frc176,2005
41,frc1519,2011
8,frc1382,2016
23,frc5576,2016
11,frc1556,2006
96,frc11,2013
24,frc3876,2016
9,frc3384,2010
38,frc2220,2012
8,frc4626,2013
48,frc3091,2016
10,frc4596,2013
54,frc47,2008
48,frc1717,2015
32,frc157,2005
8,frc3389,2013
20,frc354,2017
21,frc2992,2009
21,frc291,2009
14,frc3567,2013
17,frc5149,2017
61,frc503,2012
9,frc4621,2013
46,frc1094,2012
13,frc2361,2011
14,frc5725,2016
26,frc4815,2013
44,frc123,2010
22,frc3140,2014
11,frc388,2005
64,frc233,2012
13,frc1294,2012
8,frc2608,2008
27,frc1089,2007
21,frc3453,2011
9,frc2207,2012
17,frc287,2011
26,frc571,2015
8,frc5722,2017
8,frc4741,2017
62,frc2485,2014
13,frc1848,2008
24,frc5642,2015
18,frc304,2006
60,frc3309,2017
28,frc4474,2016
11,frc4068,2017
42,frc1319,2017
39,frc1706,2013
31,frc2489,2015
18,frc2367,2017
35,frc1757,2014
17,frc6083,2017
9,frc2847,2009
9,frc1466,2006
10,frc3963,2013
14,frc1157,2016
18,frc836,2007
10,frc1512,2010
24,frc3575,2015
66,frc1983,2012
21,frc4253,2012
7,frc2028,2009
67,frc999,2016
29,frc5702,2016
32,frc122,2006
8,frc4024,2017
42,frc3234,2015
11,frc6007,2017
38,frc1629,2015
8,frc3206,2016
26,frc4390,2012
10,frc2869,2011
11,frc4082,2013
12,frc3315,2010
9,frc1898,2010
28,frc4089,2014
23,frc5700,2016
16,frc167,2012
36,frc3985,2013
11,frc4985,2017
53,frc2415,2009
11,frc3291,2012
42,frc171,2015
27,frc1038,2008
55,frc141,2010
12,frc2853,2011
21,frc2340,2008
30,frc519,2013
10,frc2037,2010
29,frc6434,2017
45,frc358,2010
65,frc2771,2009
16,frc2421,2013
10,frc931,2017
23,frc4929,2017
13,frc4984,2014
23,frc1503,2005
15,frc989,2008
11,frc2896,2009
57,frc399,2013
12,frc5990,2016
10,frc919,2014
25,frc294,2009
10,frc2027,2011
22,frc2348,2011
10,frc5143,2014
16,frc714,2005
47,frc3357,2011
10,frc1584,2011
8,frc3004,2011
61,frc3536,2015
41,frc2964,2017
26,frc5809,2017
11,frc2927,2012
23,frc3997,2012
20,frc1517,2007
8,frc1330,2006
49,frc3548,2011
31,frc1350,2014
37,frc2359,2017
10,frc2346,2015
78,frc5679,2016
58,frc4342,2016
32,frc5901,2017
20,frc1246,2006
12,frc3669,2011
19,frc2423,2013
63,frc716,2014
10,frc3557,2011
9,frc1759,2017
29,frc2194,2009
10,frc3485,2011
11,frc3126,2010
24,frc5447,2015
43,frc839,2012
28,frc1072,2012
37,frc5459,2016
9,frc3274,2010
63,frc987,2015
72,frc2481,2016
3,frc1943,2010
14,frc1644,2015
15,frc1390,2008
8,frc2170,2009
51,frc1458,2015
118,frc74,2014
72,frc107,2016
9,frc2589,2010
43,frc5900,2017
19,frc172,2008
65,frc865,2017
24,frc5830,2017
12,frc4848,2013
51,frc4205,2014
8,frc4664,2016
27,frc3880,2017
62,frc4189,2017
11,frc3259,2011
11,frc4704,2014
15,frc1246,2015
10,frc877,2017
10,frc6416,2017
8,frc510,2007
28,frc3624,2014
12,frc2388,2010
8,frc421,2012
9,frc4019,2012
10,frc2261,2015
10,frc1859,2010
61,frc359,2012
11,frc4136,2012
12,frc1954,2012
35,frc342,2012
10,frc3133,2010
58,frc2791,2016
7,frc2849,2009
27,frc3039,2013
23,frc703,2005
11,frc3828,2011
65,frc4662,2017
22,frc3160,2017
34,frc845,2005
62,frc201,2017
8,frc1335,2007
10,frc6709,2017
16,frc1559,2009
31,frc1816,2010
11,frc1590,2014
77,frc2084,2017
12,frc4517,2014
29,frc2501,2016
24,frc2600,2012
47,frc3604,2013
53,frc5216,2015
18,frc1644,2006
12,frc2459,2010
24,frc2713,2017
44,frc987,2006
28,frc3951,2014
12,frc4969,2016
5,frc180,2002
9,frc3969,2017
26,frc1458,2006
45,frc5818,2016
9,frc384,2011
8,frc1091,2007
10,frc3418,2013
8,frc2554,2008
10,frc2239,2014
7,frc1541,2009
46,frc3925,2017
13,frc470,2008
10,frc2279,2009
9,frc2110,2007
9,frc2515,2010
20,frc1696,2011
33,frc5194,2016
31,frc122,2015
21,frc1629,2006
11,frc4924,2014
8,frc4597,2016
10,frc3556,2011
19,frc6235,2016
13,frc564,2009
64,frc131,2014
38,frc1466,2015
28,frc3947,2017
7,frc383,2009
100,frc67,2012
9,frc2861,2010
10,frc2001,2007
11,frc1573,2007
86,frc1731,2016
110,frc68,2013
25,frc3009,2011
15,frc498,2011
9,frc3023,2009
10,frc1818,2013
29,frc65,2008
10,frc3187,2010
22,frc3802,2014
21,frc2912,2012
10,frc213,2012
8,frc2184,2007
35,frc204,2012
31,frc1597,2005
7,frc1805,2009
12,frc1102,2014
21,frc930,2011
63,frc2612,2013
12,frc171,2006
25,frc2172,2017
87,frc217,2008
10,frc2797,2014
9,frc3143,2011
47,frc364,2016
12,frc554,2012
20,frc5689,2015
44,frc5230,2017
53,frc1741,2017
9,frc1284,2009
15,frc2418,2009
10,frc4640,2017
12,frc3373,2010
10,frc34,2014
9,frc2398,2008
8,frc1934,2006
28,frc514,2017
49,frc1987,2012
10,frc4095,2013
13,frc4356,2016
20,frc5599,2017
34,frc704,2010
39,frc1717,2006
13,frc3597,2013
13,frc3067,2012
10,frc2156,2012
25,frc3277,2013
21,frc2637,2013
8,frc4648,2017
31,frc2851,2016
40,frc6513,2017
34,frc835,2007
7,frc2888,2009
18,frc1855,2006
9,frc4323,2012
46,frc45,2012
25,frc375,2012
69,frc815,2013
21,frc155,2010
31,frc304,2015
71,frc1189,2013
27,frc4643,2016
12,frc2844,2016
9,frc2375,2009
45,frc3360,2015
8,frc3082,2017
19,frc138,2008
8,frc2499,2016
11,frc2866,2010
11,frc5605,2017
10,frc2204,2011
31,frc4772,2014
11,frc2368,2010
26,frc240,2011
27,frc3026,2016
11,frc352,2012
26,frc5150,2014
8,frc900,2007
9,frc5130,2015
24,frc571,2006
11,frc4181,2017
9,frc2099,2007
10,frc3493,2012
46,frc4575,2017
25,frc1565,2010
42,frc159,2017
26,frc5523,2015
9,frc2654,2008
20,frc1404,2009
100,frc230,2016
31,frc5661,2015
8,frc1123,2006
19,frc2550,2008
21,frc623,2011
10,frc4222,2012
27,frc1572,2012
95,frc973,2016
9,frc5444,2016
9,frc3329,2013
20,frc2583,2014
8,frc2545,2017
33,frc173,2009
20,frc2984,2009
49,frc3653,2015
11,frc1705,2005
14,frc4174,2017
8,frc4073,2017
27,frc3571,2013
7,frc314,2007
40,frc3005,2017
25,frc353,2017
8,frc1620,2005
8,frc2988,2013
12,frc1165,2007
8,frc4821,2013
8,frc2549,2017
17,frc2540,2009
23,frc120,2009
23,frc2077,2016
7,frc2521,2008
11,frc637,2005
9,frc4714,2014
13,frc2200,2010
15,frc2916,2014
20,frc3132,2010
23,frc2175,2015
30,frc4903,2017
33,frc904,2006
16,frc1370,2009
12,frc1742,2011
20,frc3197,2013
9,frc550,2005
21,frc5409,2015
11,frc4955,2014
57,frc3674,2015
24,frc151,2015
8,frc3741,2016
23,frc57,2009
21,frc2359,2009
10,frc5218,2014
43,frc5167,2015
12,frc4302,2014
46,frc1574,2015
11,frc695,2015
10,frc1740,2010
7,frc1759,2009
9,frc1259,2015
15,frc2626,2016
8,frc1553,2016
9,frc4469,2013
9,frc2052,2010
34,frc5690,2016
19,frc509,2012
28,frc2896,2017
27,frc4925,2017
11,frc4057,2013
22,frc294,2017
22,frc1155,2014
7,frc2964,2009
88,frc51,2014
21,frc5326,2014
28,frc956,2015
15,frc346,2006
10,frc2347,2016
17,frc1189,2007
28,frc3184,2017
20,frc815,2007
8,frc865,2009
12,frc3721,2011
2,frc7834,2016
10,frc3120,2011
42,frc176,2012
21,frc335,2005
41,frc5827,2017
22,frc581,2015
23,frc3164,2010
28,frc835,2013
8,frc3122,2016
44,frc295,2011
10,frc4780,2013
9,frc4067,2015
26,frc3265,2016
11,frc1957,2007
10,frc4378,2014
19,frc4452,2015
24,frc1791,2016
46,frc2194,2017
9,frc900,2013
60,frc1768,2015
12,frc5590,2015
77,frc190,2016
26,frc3466,2017
21,frc3863,2017
9,frc3345,2015
27,frc2170,2017
49,frc233,2005
19,frc1772,2012
10,frc388,2012
46,frc2630,2015
38,frc1280,2008
35,frc1327,2008
14,frc3411,2011
69,frc2848,2014
32,frc1778,2014
81,frc1720,2015
61,frc5926,2016
42,frc1018,2015
7,frc1094,2005
21,frc2221,2014
12,frc4330,2017
62,frc503,2005
12,frc1315,2006
7,frc1307,2006
31,frc157,2012
8,frc4148,2015
9,frc5859,2016
9,frc3024,2013
30,frc2028,2017
8,frc2601,2008
42,frc2611,2013
11,frc3180,2011
31,frc5784,2015
10,frc2478,2008
24,frc2095,2017
24,frc2053,2016
11,frc2425,2015
73,frc2771,2017
15,frc6706,2017
10,frc3281,2013
28,frc1165,2013
12,frc4331,2013
12,frc4310,2014
27,frc4991,2017
9,frc562,2005
41,frc931,2009
21,frc585,2011
69,frc314,2013
11,frc3075,2012
23,frc4628,2017
22,frc4576,2017
11,frc538,2015
32,frc2500,2010
21,frc4735,2016
28,frc3189,2017
72,frc2415,2017
85,frc1678,2013
24,frc4035,2012
12,frc590,2011
28,frc1504,2016
11,frc3055,2012
26,frc948,2010
59,frc3656,2015
73,frc573,2016
12,frc1288,2006
13,frc1611,2005
15,frc1348,2011
