matches,team,year
48,frc4334,2012
37,frc1334,2009
7,frc2127,2009
2,frc118,2002
28,frc22,2005
10,frc3104,2013
30,frc4961,2016
50,frc60,2015
8,frc1446,2006
46,frc3974,2012
23,frc2522,2013
18,frc1917,2007
20,frc2658,2015
11,frc3962,2014
11,frc847,2012
56,frc772,2014
11,frc2206,2007
57,frc687,2015
8,frc4632,2016
11,frc3972,2014
10,frc4291,2012
29,frc4926,2015
57,frc1625,2017
27,frc6066,2016
10,frc5271,2016
28,frc3929,2013
7,frc1444,2005
10,frc1657,2014
18,frc498,2007
8,frc759,2011
11,frc4534,2014
10,frc1994,2015
10,frc1573,2011
32,frc4364,2017
11,frc2001,2011
24,frc938,2015
12,frc4018,2016
35,frc337,2005
8,frc6051,2016
19,frc4239,2015
37,frc250,2006
9,frc3152,2013
9,frc3791,2011
8,frc1831,2009
9,frc5550,2015
42,frc3115,2010
24,frc4368,2013
11,frc1631,2005
8,frc1310,2005
21,frc4207,2015
24,frc5065,2017
11,frc5035,2015
39,frc2472,2015
15,frc930,2007
14,frc4733,2013
8,frc1168,2006
39,frc3098,2009
9,frc2795,2016
9,frc1683,2009
21,frc5134,2016
90,frc225,2014
13,frc1757,2008
11,frc1348,2013
18,frc3242,2016
10,frc2064,2010
10,frc2434,2012
10,frc4115,2016
11,frc2040,2012
10,frc2485,2008
45,frc2960,2014
14,frc834,2006
11,frc2856,2009
24,frc4308,2017
24,frc3025,2010
14,frc5296,2014
38,frc4681,2016
27,frc2704,2014
14,frc4771,2013
30,frc3250,2017
32,frc1622,2006
24,frc3201,2013
21,frc2621,2009
23,frc1996,2009
11,frc443,2012
10,frc3510,2011
12,frc2449,2015
33,frc3707,2015
34,frc1013,2009
29,frc1258,2015
29,frc694,2015
15,frc2333,2009
9,frc4166,2012
7,frc957,2009
12,frc5306,2015
12,frc1137,2012
11,frc4603,2015
19,frc3370,2017
9,frc1763,2017
23,frc1091,2011
64,frc1671,2012
11,frc384,2007
47,frc5501,2017
20,frc2340,2014
43,frc280,2016
11,frc1703,2005
120,frc319,2016
24,frc3166,2017
9,frc3297,2012
32,frc2144,2009
10,frc2874,2010
16,frc3411,2013
12,frc1320,2005
44,frc6098,2017
25,frc281,2009
9,frc6183,2017
12,frc4058,2012
12,frc4406,2014
8,frc1222,2007
29,frc2611,2011
10,frc3024,2011
11,frc4509,2017
35,frc5536,2015
15,frc623,2007
16,frc896,2005
12,frc3180,2013
29,frc5843,2016
9,frc1225,2006
27,frc4256,2013
24,frc1038,2014
7,frc401,2005
9,frc2150,2009
9,frc518,2007
34,frc4395,2014
10,frc4145,2013
10,frc5344,2016
24,frc314,2011
23,frc585,2013
31,frc326,2005
44,frc329,2015
33,frc1369,2017
10,frc3281,2011
12,frc1815,2015
10,frc569,2016
37,frc4403,2017
27,frc1165,2011
1,frc696B,2014
31,frc1967,2015
10,frc1803,2016
9,frc590,2013
16,frc4852,2014
9,frc3029,2015
10,frc4114,2017
50,frc4409,2017
20,frc832,2005
14,frc2104,2010
10,frc5514,2015
55,frc4030,2014
13,frc1742,2007
30,frc537,2015
41,frc247,2016
11,frc1576,2009
48,frc1678,2011
10,frc2112,2008
34,frc5310,2014
13,frc2111,2007
15,frc1825,2015
11,frc1799,2012
58,frc1699,2016
9,frc4560,2013
7,frc2021,2009
70,frc172,2014
10,frc2977,2016
19,frc116,2010
9,frc3725,2011
47,frc6565,2017
7,frc758,2005
10,frc6143,2016
72,frc3467,2015
26,frc5487,2015
60,frc5166,2016
10,frc3195,2010
24,frc5902,2017
10,frc4279,2013
13,frc5483,2016
17,frc1241,2005
26,frc1729,2015
25,frc3619,2014
16,frc677,2009
18,frc4103,2014
29,frc3414,2014
19,frc74,2008
19,frc3120,2013
23,frc4401,2016
9,frc1789,2010
13,frc2875,2012
12,frc5808,2015
50,frc295,2013
68,frc3847,2015
20,frc1350,2008
17,frc2015,2008
32,frc835,2011
8,frc5464,2016
27,frc71,2005
25,frc716,2008
14,frc3721,2013
10,frc3765,2015
13,frc2823,2012
28,frc4237,2015
8,frc240,2007
8,frc2670,2008
17,frc945,2006
53,frc1481,2016
8,frc919,2008
8,frc6195,2016
24,frc6128,2017
28,frc900,2011
37,frc1540,2010
9,frc1346,2009
11,frc73,2015
9,frc3183,2010
10,frc1248,2012
41,frc5413,2016
30,frc2641,2016
10,frc3146,2010
10,frc2723,2012
32,frc4377,2014
10,frc3329,2011
10,frc5763,2015
8,frc1247,2009
11,frc5189,2014
8,frc6720,2017
11,frc4006,2012
29,frc1927,2014
12,frc1546,2006
17,frc1671B,2015
37,frc670,2014
14,frc4665,2014
9,frc246,2010
11,frc3044,2010
8,frc3059,2015
10,frc6491,2017
8,frc5984,2017
20,frc623,2013
45,frc4043,2015
36,frc229,2006
30,frc2252,2016
49,frc696,2014
29,frc177,2009
11,frc4723,2015
42,frc111,2014
11,frc1384,2006
22,frc692,2015
43,frc486,2017
12,frc3571,2011
24,frc2785,2015
12,frc4570,2015
9,frc1361,2008
22,frc5283,2015
40,frc1515,2015
11,frc4919,2015
14,frc585,2007
11,frc1492,2009
9,frc2988,2011
9,frc1033,2014
24,frc6161,2017
8,frc3367,2017
29,frc3211,2015
8,frc620,2008
21,frc3197,2011
12,frc1742,2013
13,frc2389,2008
24,frc4151,2015
28,frc2352,2010
9,frc2503,2010
32,frc2148,2017
9,frc1183,2005
46,frc842,2016
88,frc1918,2016
14,frc590,2007
13,frc2180,2010
18,frc3513,2016
30,frc4655,2014
8,frc7,2006
26,frc894,2014
26,frc2637,2011
9,frc3277,2011
9,frc6692,2017
11,frc2829,2009
32,frc4391,2012
14,frc5121,2014
29,frc1254,2015
31,frc272,2006
10,frc3597,2011
24,frc5491,2017
24,frc5225,2016
15,frc2702,2014
24,frc121,2012
18,frc4585,2013
26,frc815,2011
9,frc2480,2015
13,frc804,2010
46,frc818,2009
11,frc3272,2010
11,frc3938,2012
24,frc1189,2011
9,frc133,2009
8,frc4118,2017
8,frc1660,2010
12,frc1957,2011
46,frc967,2014
8,frc1811,2006
26,frc1876,2016
34,frc4398,2014
11,frc6010,2017
15,frc2240,2015
9,frc3723,2017
23,frc6139,2017
23,frc3366,2015
11,frc4293,2012
42,frc240,2013
10,frc4049,2016
9,frc6700,2017
60,frc4080,2017
11,frc2204,2013
12,frc2582,2012
9,frc2944,2009
23,frc207,2017
31,frc1323,2008
37,frc932,2016
65,frc2338,2015
14,frc2073,2008
42,frc2075,2012
11,frc3851,2017
9,frc3318,2012
12,frc1696,2013
14,frc5480,2015
14,frc4023,2014
8,frc6755,2017
51,frc3219,2014
20,frc1746,2006
9,frc4767,2013
13,frc4140,2014
40,frc3710,2014
14,frc3556,2013
23,frc4500,2016
56,frc2534,2017
55,frc6009,2017
8,frc3666,2017
25,frc3516,2014
9,frc4601,2017
10,frc1818,2011
10,frc4016,2012
12,frc3403,2014
11,frc3789,2012
16,frc5022,2014
57,frc68,2011
16,frc5171,2016
24,frc5347,2015
26,frc3009,2013
13,frc498,2013
16,frc5153,2014
12,frc691,2005
59,frc2612,2011
34,frc930,2013
28,frc3374,2016
10,frc2151,2015
8,frc1907,2006
20,frc2973,2016
20,frc3271,2010
20,frc4537,2013
24,frc118,2006
20,frc4902,2015
21,frc4962,2014
22,frc2884,2009
9,frc1002,2012
17,frc6459,2017
27,frc1158,2008
26,frc5685,2015
45,frc2429,2010
11,frc1448,2015
43,frc20,2017
15,frc3039,2011
10,frc5094,2015
8,frc3100,2009
10,frc3828,2013
37,frc1710,2015
58,frc1,2015
18,frc2523,2009
7,frc2640,2009
42,frc2080,2016
60,frc4750,2017
6,frc868,2004
24,frc369,2012
23,frc2108,2007
10,frc5762,2015
10,frc4787,2013
30,frc3604,2011
29,frc1940,2012
10,frc92,2005
19,frc2183,2015
22,frc6221,2016
16,frc384,2013
34,frc126,2005
8,frc4193,2015
9,frc964,2008
10,frc3418,2011
21,frc3193,2017
9,frc4472,2014
7,frc2900,2009
12,frc3993,2015
15,frc5630,2015
24,frc6015,2016
11,frc2165,2015
10,frc4321,2012
9,frc2501,2008
26,frc5215,2015
24,frc4768,2014
98,frc469,2012
56,frc857,2014
46,frc1868,2009
9,frc2057,2009
34,frc1528,2012
32,frc2010,2012
26,frc2554,2016
7,frc2124,2009
17,frc5176,2015
42,frc192,2015
10,frc4619,2013
12,frc5732,2015
42,frc5684,2016
8,frc3407,2017
44,frc1100,2011
41,frc876,2017
36,frc456,2014
59,frc6763,2017
9,frc939,2008
16,frc155,2005
26,frc3570,2012
26,frc302,2007
27,frc4625,2016
10,frc6694,2017
21,frc2783,2011
23,frc3386,2012
14,frc270,2006
10,frc529,2012
10,frc1938,2006
9,frc5180,2015
29,frc3637,2014
47,frc4930,2014
10,frc4529,2016
50,frc2914,2016
31,frc6529,2017
19,frc334,2013
75,frc862,2015
32,frc499,2008
9,frc3300,2010
16,frc1468,2010
60,frc869,2015
39,frc1731,2008
22,frc3021,2010
8,frc539,2015
24,frc6094,2016
8,frc4669,2016
12,frc3330,2017
21,frc348,2009
10,frc1728,2008
22,frc1723,2013
26,frc364,2008
18,frc743,2012
26,frc3220,2016
14,frc2733,2010
90,frc217,2016
9,frc2883,2010
63,frc5293,2017
39,frc1188,2011
10,frc100,2007
9,frc3090,2012
29,frc4940,2014
14,frc3339,2010
10,frc5557,2017
44,frc2002,2014
27,frc1785,2012
11,frc4262,2015
43,frc5085,2014
29,frc2437,2015
14,frc2504,2011
18,frc647,2006
28,frc470,2016
11,frc3532,2014
11,frc4800,2016
8,frc617,2007
9,frc1944,2013
26,frc2198,2014
43,frc3402,2016
27,frc1662,2013
26,frc1405,2017
15,frc5031,2015
16,frc4634,2016
27,frc649,2006
24,frc3070,2012
45,frc1619,2017
12,frc1410,2011
30,frc2443,2013
11,frc4418,2014
41,frc3131,2014
31,frc5248,2017
10,frc5082,2015
25,frc3928,2012
30,frc3230,2014
12,frc5346,2014
24,frc4682,2014
34,frc1351,2014
56,frc203,2017
24,frc5486,2017
17,frc1736,2013
13,frc3984,2013
7,frc1887,2008
24,frc3773,2012
9,frc4979,2017
24,frc1896,2014
24,frc1027,2006
44,frc4779,2014
11,frc6372,2017
12,frc2276,2007
9,frc2499,2008
44,frc138,2016
20,frc3859,2017
11,frc2042,2008
45,frc703,2010
9,frc2531,2012
10,frc1432,2006
7,frc2945,2009
96,frc3547,2015
9,frc2398,2016
15,frc1981,2007
8,frc4383,2012
47,frc2062,2017
8,frc4260,2017
60,frc1991,2017
12,frc2920,2010
24,frc178,2013
54,frc5086,2017
10,frc3471,2011
11,frc4947,2014
9,frc4847,2014
24,frc2145,2012
10,frc3460,2011
31,frc1939,2012
10,frc2882,2013
10,frc2364,2010
31,frc4206,2015
8,frc4149,2015
27,frc313,2014
15,frc1095,2009
26,frc4680,2015
29,frc3301,2013
11,frc5241,2017
8,frc2077,2008
27,frc2177,2017
10,frc2493,2011
14,frc2408,2012
9,frc1317,2011
9,frc1744,2006
26,frc3617,2013
21,frc1610,2006
22,frc4492,2013
23,frc3344,2017
26,frc4737,2014
15,frc811,2009
10,frc3110,2016
8,frc2831,2009
26,frc2521,2016
10,frc4258,2012
11,frc1937,2007
10,frc1159,2007
9,frc2435,2008
29,frc4288,2014
27,frc2405,2009
13,frc3799,2014
11,frc3295,2013
8,frc2654,2016
27,frc1672,2017
45,frc230,2008
16,frc4138,2012
30,frc2550,2016
8,frc2897,2009
25,frc2876,2017
73,frc494,2007
14,frc3882,2014
29,frc2826,2014
24,frc1403,2009
40,frc4499,2015
12,frc2444,2010
22,frc5429,2015
55,frc5692,2015
7,frc2121,2007
9,frc3694,2013
24,frc2877,2011
13,frc1256,2006
59,frc66,2012
17,frc971C,2015
29,frc3487,2016
31,frc973,2008
40,frc2339,2012
10,frc5758,2016
10,frc4014,2015
16,frc948,2005
8,frc1881,2008
14,frc2013,2011
11,frc3315,2012
12,frc1736,2007
24,frc4127,2016
11,frc1457,2006
19,frc2854,2015
37,frc1718,2009
43,frc1255,2017
23,frc1311,2011
10,frc3135,2011
22,frc3011,2017
8,frc1324,2008
8,frc2994,2009
28,frc597,2009
8,frc4528,2015
37,frc135,2011
19,frc4470,2013
14,frc4123,2016
11,frc2827,2014
10,frc5268,2016
8,frc1791,2008
36,frc1983,2010
37,frc190,2008
10,frc1512,2012
8,frc4616,2017
20,frc178,2007
8,frc2645,2008
62,frc70,2006
8,frc2626,2008
10,frc3561,2017
47,frc3316,2017
25,frc4209,2014
9,frc3975,2017
41,frc358,2012
12,frc5212,2014
10,frc3040,2011
36,frc5057,2016
11,frc4547,2013
43,frc484,2015
19,frc1716,2015
20,frc5858,2016
8,frc5542,2017
11,frc2347,2008
9,frc2181,2009
62,frc141,2012
31,frc2676,2013
10,frc1553,2008
64,frc708,2015
75,frc2928,2017
61,frc5687,2015
13,frc3291,2010
12,frc4076,2012
12,frc167,2010
10,frc3754,2014
40,frc2604,2015
9,frc3163,2015
40,frc4513,2016
16,frc228,2006
14,frc1563,2009
10,frc1977,2015
24,frc2053,2008
41,frc1640,2011
33,frc4539,2013
11,frc3577,2012
26,frc515,2010
8,frc2116,2009
11,frc3565,2011
9,frc2927,2010
8,frc1392,2006
45,frc1504,2008
26,frc2137,2009
12,frc1159,2013
14,frc1937,2013
10,frc3541,2015
31,frc6099,2017
36,frc4653,2017
10,frc3486,2011
26,frc4810,2015
45,frc2169,2017
11,frc2242,2008
28,frc322,2017
76,frc3476,2016
27,frc86,2017
30,frc5675,2016
12,frc2484,2011
52,frc494,2013
37,frc102,2009
10,frc1493,2011
24,frc1684,2009
12,frc2376,2009
39,frc1280,2016
19,frc6651,2017
12,frc2390,2010
10,frc5041,2015
34,frc3019,2016
27,frc2601,2016
10,frc3274,2012
15,frc1452,2015
11,frc1943,2012
30,frc2478,2016
26,frc3302,2016
26,frc6129,2016
8,frc2830,2009
8,frc2121,2013
34,frc4536,2015
22,frc1072,2010
35,frc839,2010
27,frc1075,2014
12,frc5240,2017
8,frc5717,2015
38,frc1708,2013
16,frc2660,2009
10,frc4966,2014
12,frc1649,2011
33,frc766,2013
21,frc612,2011
10,frc4775,2017
10,frc3461,2012
28,frc195,2006
54,frc25,2008
20,frc3503,2011
43,frc1538,2014
8,frc4578,2013
32,frc1296,2012
9,frc3952,2017
11,frc2161,2012
9,frc3457,2013
10,frc3957,2016
12,frc2477,2012
14,frc1566,2009
12,frc2232,2011
35,frc3654,2014
12,frc1623,2006
12,frc1071,2011
28,frc3173,2010
11,frc3884,2013
15,frc1599,2008
10,frc4856,2017
9,frc3591,2017
59,frc302,2013
10,frc4064,2014
51,frc3196,2016
36,frc6168,2017
26,frc166,2017
42,frc573,2008
8,frc3022,2009
28,frc3648,2017
22,frc981,2017
28,frc335,2010
13,frc1810,2011
10,frc2141,2012
16,frc1378,2005
13,frc4192,2012
9,frc6410,2017
30,frc1700,2012
8,frc3292,2013
7,frc334,2007
22,frc4627,2013
8,frc4267,2016
10,frc1908,2006
10,frc4202,2013
9,frc2190,2015
31,frc418,2009
13,frc1552,2005
28,frc1482,2014
10,frc5616,2015
61,frc292,2016
14,frc2083,2009
27,frc1506,2011
10,frc5338,2014
44,frc233,2010
9,frc1294,2010
10,frc4783,2014
46,frc103,2011
32,frc2538,2016
11,frc3858,2012
9,frc1900,2010
65,frc123,2012
46,frc6004,2017
16,frc1800,2006
27,frc1094,2010
28,frc1243,2015
9,frc2502,2008
12,frc6463,2016
52,frc6016,2016
53,frc100,2013
51,frc503,2010
13,frc2872,2014
35,frc4388,2017
62,frc858,2016
13,frc1723,2007
15,frc3103,2009
11,frc3468,2012
27,frc1846,2014
18,frc5627,2017
15,frc2220,2010
24,frc6505,2017
28,frc2910,2013
27,frc4104,2014
44,frc5038,2017
42,frc2512,2017
14,frc1616,2008
35,frc1592,2006
10,frc1849,2011
12,frc4200,2013
54,frc3793,2017
12,frc1550,2007
41,frc1076,2016
24,frc771,2006
12,frc562,2010
10,frc4718,2016
9,frc4108,2014
10,frc5820,2017
24,frc224,2017
16,frc1287,2009
38,frc2262,2016
23,frc2609,2008
8,frc3676,2017
21,frc1108,2006
7,frc1662,2007
23,frc2556,2016
14,frc1944,2007
8,frc617,2013
38,frc4506,2017
9,frc1867,2006
9,frc2207,2010
11,frc4416,2014
13,frc2428,2008
9,frc4412,2013
24,frc2360,2015
39,frc5607,2017
10,frc871,2007
48,frc1676,2010
7,frc1691,2009
40,frc6215,2016
10,frc81,2011
10,frc867,2014
11,frc3788,2011
24,frc744,2016
10,frc2357,2010
10,frc5207,2014
24,frc5235,2014
9,frc3325,2010
71,frc126,2015
28,frc238,2010
15,frc2445,2013
10,frc5715,2015
10,frc611,2008
43,frc3968,2012
24,frc250,2012
51,frc2234,2012
10,frc3861,2017
28,frc2149,2017
30,frc2102,2008
9,frc2993,2009
29,frc2039,2013
11,frc5047,2017
25,frc3630,2011
12,frc6187,2016
77,frc3310,2015
44,frc1425,2013
26,frc2673,2016
9,frc1750,2008
12,frc5618,2015
32,frc4498,2015
12,frc1098,2006
10,frc1997,2013
44,frc1,2005
13,frc847,2006
20,frc2576,2014
24,frc4840,2017
11,frc1476,2005
10,frc2152,2010
9,frc1446,2012
77,frc1058,2017
9,frc3028,2010
28,frc5430,2016
10,frc3713,2011
15,frc1448,2005
10,frc3687,2011
16,frc1895,2008
9,frc2942,2009
56,frc3940,2015
24,frc1745,2007
9,frc3751,2012
42,frc3770,2013
28,frc1735,2011
10,frc1671,2006
10,frc1277,2011
34,frc2530,2015
29,frc5674,2016
10,frc1784,2011
9,frc2382,2013
19,frc587,2010
10,frc5747,2015
11,frc3352,2012
37,frc691,2015
24,frc2224,2017
10,frc3379,2011
10,frc1011,2010
19,frc3585,2012
16,frc3490,2014
10,frc3319,2015
28,frc907,2017
24,frc3673,2015
10,frc1137,2006
11,frc2618,2008
42,frc2130,2013
25,frc3276,2015
63,frc1986,2013
8,frc1600,2011
19,frc6460,2017
10,frc1353,2005
48,frc1622,2012
9,frc2192,2013
77,frc5188,2015
19,frc3299,2015
52,frc4557,2016
24,frc2495,2016
34,frc79,2011
24,frc1533,2011
67,frc4176,2016
58,frc1680,2006
10,frc971B,2011
63,frc3256,2015
23,frc5686,2017
10,frc6422,2017
45,frc834,2012
24,frc1677,2016
11,frc1899,2010
29,frc4471,2014
61,frc1279,2014
24,frc1989,2013
20,frc972,2017
8,frc2185,2008
9,frc1274,2011
25,frc3780,2013
27,frc4362,2012
11,frc3979,2012
93,frc910,2013
18,frc312,2008
43,frc1168,2012
24,frc5030,2014
10,frc6163,2016
10,frc4816,2015
26,frc4311,2015
13,frc3835,2012
10,frc5259,2015
50,frc4038,2014
23,frc6646,2017
86,frc5803,2017
66,frc193,2017
12,frc4131,2013
20,frc3939,2015
10,frc253,2010
10,frc1692,2010
29,frc1891,2016
31,frc237,2008
4,frc3052,2010
24,frc2051,2010
8,frc660,2009
21,frc3881,2012
10,frc4738,2013
8,frc3258,2013
8,frc333,2011
26,frc1318,2013
27,frc5442,2016
24,frc4580,2015
24,frc5402,2017
14,frc84,2005
18,frc4504,2017
10,frc4056,2012
9,frc1984,2017
8,frc615,2007
25,frc2199,2010
25,frc1225,2012
52,frc4516,2016
7,frc1779,2009
26,frc4372,2012
21,frc2386,2009
22,frc1254,2005
10,frc2154,2007
8,frc1642,2009
23,frc4546,2013
45,frc4125,2015
18,frc1925,2006
10,frc3341,2015
14,frc97,2010
12,frc2412,2011
28,frc1501,2013
53,frc5505,2015
11,frc2341,2015
9,frc2890,2011
41,frc6174,2016
8,frc414,2008
56,frc701,2014
24,frc5490,2015
33,frc5726,2016
26,frc4572,2017
87,frc1086,2016
18,frc3081,2017
25,frc5775,2016
26,frc4361,2017
11,frc1208,2007
8,frc2136,2008
10,frc2091,2011
6,frc265,2013
24,frc3639,2012
11,frc4235,2015
14,frc2211,2007
12,frc3545,2015
13,frc945,2012
24,frc4683,2017
7,frc1547,2007
8,frc2765,2009
9,frc1982,2017
24,frc6512,2017
23,frc1515,2005
15,frc3157,2013
11,frc547,2014
37,frc3138,2016
15,frc4318,2012
8,frc5339,2016
26,frc1477,2010
12,frc3981,2016
24,frc3182,2017
21,frc2344,2011
9,frc3811,2013
12,frc4554,2013
91,frc2590,2015
11,frc2855,2009
9,frc2176,2008
24,frc3667,2011
27,frc2458,2016
15,frc4633,2014
10,frc2564,2011
4,frc1038B,2015
28,frc4980,2017
10,frc4154,2016
24,frc3537,2015
19,frc3335,2010
14,frc2594,2011
98,frc27,2013
15,frc49,2005
10,frc653,2005
48,frc4026,2017
12,frc1522,2014
9,frc5337,2014
16,frc1701,2008
42,frc433,2017
29,frc6424,2017
11,frc3729,2016
9,frc1799,2006
10,frc2343,2012
28,frc2473,2008
26,frc4475,2014
3,frc1126,2004
24,frc2106,2016
12,frc2840,2015
7,frc73,2005
11,frc3474,2012
11,frc2202,2012
29,frc5000,2017
68,frc781,2011
35,frc5274,2016
68,frc2147,2016
19,frc41,2011
28,frc4778,2014
9,frc2659,2012
10,frc3868,2016
10,frc1782,2007
61,frc71,2015
14,frc1579,2009
31,frc156,2012
36,frc340,2010
11,frc833,2005
23,frc3337,2012
29,frc5229,2017
34,frc5124,2014
30,frc4607,2017
9,frc2559,2010
34,frc4329,2014
44,frc216,2016
16,frc1797,2017
37,frc1998,2009
31,frc229,2012
30,frc1429,2010
9,frc2980,2010
27,frc6666,2017
12,frc3753,2011
62,frc1806,2015
12,frc1761,2011
10,frc104,2009
9,frc4242,2012
11,frc4264,2013
19,frc5285,2017
12,frc1546,2012
11,frc3755,2011
42,frc854,2017
8,frc663,2008
8,frc615,2013
32,frc4004,2013
9,frc2424,2013
10,frc1737,2016
56,frc1143,2016
7,frc2903,2009
69,frc1241,2015
8,frc6146,2016
14,frc1829,2009
11,frc1057,2005
17,frc1501,2007
10,frc3498,2011
10,frc2216,2015
25,frc753,2014
11,frc1248,2006
45,frc1711,2010
14,frc841,2010
26,frc1687,2012
30,frc1547,2013
55,frc5468,2017
28,frc537,2005
25,frc2585,2014
8,frc4182,2017
26,frc3037,2011
22,frc3991,2013
10,frc2167,2015
39,frc1208,2013
34,frc832,2015
9,frc5611,2016
26,frc1388,2016
12,frc2230,2014
24,frc5676,2016
10,frc3505,2012
9,frc1472,2007
47,frc1811,2012
8,frc6489,2017
12,frc4798,2014
10,frc4179,2013
12,frc2401,2008
9,frc2674,2008
12,frc4250,2012
31,frc4498B,2014
37,frc121,2006
11,frc2259,2016
18,frc401,2015
44,frc3539,2012
34,frc1661,2016
8,frc3056,2016
55,frc272,2012
9,frc662,2009
36,frc4241,2017
24,frc896,2015
31,frc4132,2015
20,frc810,2017
27,frc69,2011
12,frc4661,2013
13,frc1606,2009
35,frc4173,2016
11,frc2227,2008
18,frc949,2010
25,frc386,2011
16,frc4814,2016
8,frc1366,2010
33,frc2399,2015
34,frc27,2007
9,frc3786,2013
15,frc3526,2014
9,frc7,2012
8,frc4198,2013
10,frc2193,2012
9,frc2532,2010
9,frc4461,2013
24,frc2871,2014
17,frc2950,2012
14,frc2081,2012
11,frc1389,2010
10,frc2662,2013
24,frc1807,2014
33,frc5660,2017
11,frc1113,2005
23,frc2197,2009
8,frc4397,2013
9,frc2529,2012
12,frc871,2013
42,frc4069,2014
7,frc1130,2009
18,frc1764,2017
10,frc3326,2010
37,frc694,2005
12,frc6118,2017
16,frc2039,2007
46,frc5090,2017
11,frc6449,2017
10,frc4470B,2014
28,frc3340,2016
10,frc1301,2006
11,frc2995,2011
45,frc971,2009
10,frc5677,2015
67,frc5920,2016
10,frc2544,2016
9,frc2987,2012
23,frc1997,2007
32,frc1920,2010
9,frc1746,2012
11,frc4659,2013
9,frc1601,2015
17,frc1695,2011
34,frc2767,2009
9,frc6232,2016
25,frc4300,2013
30,frc1425,2007
18,frc5629,2015
67,frc2231,2017
28,frc2923,2015
11,frc1228,2011
11,frc3454,2011
13,frc1745,2013
18,frc2090,2014
44,frc236,2017
8,frc3128B,2016
10,frc1580,2015
26,frc3655,2012
24,frc5963,2016
63,frc1114,2011
7,frc2555,2009
62,frc1310,2015
38,frc3641,2017
8,frc2225,2017
33,frc604,2008
12,frc2781,2016
9,frc3488,2017
52,frc288,2014
8,frc1230,2016
8,frc1585,2009
10,frc6494,2017
42,frc4935,2014
39,frc1885,2015
41,frc337,2015
10,frc1793,2011
9,frc3740,2015
8,frc1904,2008
8,frc3627,2017
9,frc1940,2006
20,frc4335,2013
16,frc938,2005
9,frc1986,2007
40,frc3142,2014
22,frc2067,2010
46,frc910,2007
24,frc2469,2009
19,frc1450,2017
17,frc369,2006
12,frc1444,2015
24,frc6053,2016
11,frc4217,2012
24,frc5774,2015
11,frc1633,2017
9,frc6300B,2016
7,frc687,2005
29,frc613,2016
50,frc3998,2017
8,frc3202,2017
28,frc3401,2011
15,frc3305,2014
42,frc6133,2017
27,frc5736,2017
20,frc60,2005
9,frc3336,2013
28,frc3504,2015
8,frc2535,2008
31,frc1002,2006
24,frc3986,2015
11,frc1780,2008
9,frc1965,2010
10,frc3247,2014
76,frc118,2012
38,frc852,2013
19,frc184,2008
24,frc3684,2017
14,frc2922,2011
30,frc1184,2006
49,frc3175,2014
13,frc3522,2014
28,frc174,2013
10,frc4796,2013
13,frc5117,2014
11,frc538,2010
11,frc476,2013
37,frc2022,2014
10,frc529,2006
19,frc270,2012
10,frc4328,2012
70,frc2451,2014
30,frc2500,2015
13,frc1120,2006
46,frc1626,2014
50,frc449,2016
24,frc441,2017
16,frc2613,2014
65,frc2370,2016
28,frc1266,2008
11,frc372,2008
10,frc1952,2014
29,frc2635,2017
13,frc2425,2010
17,frc3885,2013
9,frc3058,2011
34,frc675,2010
9,frc3733,2012
8,frc5540,2016
24,frc5199,2015
8,frc5578,2017
12,frc2335,2009
8,frc1555,2007
16,frc1528,2006
9,frc2943,2011
27,frc1018,2010
43,frc599,2017
9,frc1436,2005
14,frc1720,2010
58,frc469,2006
8,frc1243,2005
10,frc4721,2014
23,frc2630,2010
42,frc2410,2012
15,frc3949,2013
24,frc1014,2013
9,frc3345,2010
39,frc649,2012
10,frc3168,2012
24,frc1197,2009
9,frc2969,2013
8,frc2852,2009
20,frc2846,2012
44,frc4063,2015
101,frc686,2016
9,frc2491,2009
25,frc1768,2010
50,frc447,2013
18,frc2815,2013
24,frc4137,2017
26,frc647,2012
43,frc5424,2015
10,frc2393,2008
19,frc296,2009
9,frc2747,2010
15,frc5852,2017
8,frc2014,2007
11,frc2191,2011
10,frc996,2011
25,frc3164,2015
39,frc3482,2016
10,frc581,2010
19,frc3660,2013
12,frc1378,2015
10,frc3162,2010
9,frc1785,2006
17,frc3388,2011
11,frc3303,2014
31,frc128,2016
79,frc1305,2017
12,frc956,2010
27,frc4096,2016
9,frc6169,2017
16,frc743,2006
9,frc2508,2008
9,frc276,2010
23,frc1646,2011
60,frc3223,2016
10,frc3606,2016
12,frc4782,2017
58,frc2052,2015
33,frc1740,2015
3,frc1574,2010
9,frc695,2010
26,frc56,2011
23,frc1259,2010
37,frc4343,2013
23,frc151,2010
9,frc4571,2014
10,frc5543,2015
12,frc4139,2015
18,frc1418,2007
31,frc5912,2016
16,frc665,2010
97,frc3506,2016
21,frc5899,2016
12,frc1939,2006
23,frc2079,2007
9,frc4065,2016
10,frc4119,2013
11,frc1343,2006
37,frc397,2005
22,frc4070,2013
28,frc1714,2013
12,frc5601,2016
21,frc1111,2010
8,frc4012,2015
18,frc21,2017
10,frc1847,2011
33,frc115,2009
9,frc2721,2015
24,frc3603,2014
30,frc3598,2013
13,frc4828,2014
42,frc1675,2009
24,frc3456,2011
12,frc2215,2009
9,frc3080,2012
39,frc3826,2017
20,frc980,2007
9,frc1439,2009
57,frc2383,2015
35,frc5156,2015
10,frc3695,2011
9,frc1432,2012
