District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,
,MN,"Moorhead, MN",4360,,2016,2012,"46.871299,-96.745575",1,,2016 FRC Hardship Grant / Minnesota State University Moorhead / JDP Automation / North Dakota State University / Sanford Health & Moorhead High School ,,
MAR,NJ,"Succasunna, NJ",4361,,2016,2012,"40.862106,-74.640067",1,,National Defense Education Program / Roxbury Township Board of Education / Fancourt Industries / Instru-Met Corporation & Roxbury High ,,
MI,MI,"Brighton, MI",4362,,2016,2012,"42.541145,-83.795965",1,,ASI Workholding/DTE Energy/IBM & Charyl Stockwell Academy - High School ,,
MI,MI,"Hancock, MI",4363,,2012,2012,"47.143175,-88.582656",1,,jcpenney / MTU Robotics Systems Enterprise & Hancock Public School,,
,TX,"Stephenville, TX",4364,,2016,2012,"32.217344,-98.238253",1,,FMC Technologies / Stephenville Evening Lions Club / Mangrum Air Conditioning & Stephenville H S ,,
,Mexico,"Mexico, DF Mexico",4366,,2013,2012,"19.402037,-99.207559",1,,General Electric Mexico / The Home Depot Mexico / Volaris / Legal Tracking & American School Foundation,,
,Canada-ON,"Mississauga, ON Canada",4367,,2012,2012,"43.580484,-79.719915",1,,Streetsville Secondary School,,
MI,MI,"Vicksburg, MI",4368,,2016,2012,"42.115177,-85.525818",1,,FEMA Corporaton & Vicksburg High School ,,
NC,NC,"Sanford, NC USA",4369,,2013,2013,"35.482839,-79.180194",1,,Mertek Solutions & Lee County Schools,,
,SC,"Orangeburg, SC",4370,,2012,2012,"33.527544,-80.833719",1,,jcpenney & Technology Center Robotics Organization,,
,Mexico,"CUAUTITLAN IZCALLI, MEX Mexico",4371,,2016,2012,"19.680556,-99.206944",1,,Agencia Espacial Mexicana/PTC & Universidad Tecmilenio ,,
,Canada-ON,"Cambridge, ON Canada",4372,,2013,2012,"43.421484,-80.383986",1,,Com Dev International/Research in Motion & PRDG High School,,
MAR,PA,"Jenkintown, PA",4373,,2016,2012,"40.095785,-75.122194",1,,Abington Friends School ,,
,HI,"Honolulu, HI",4374,,2013,2012,"21.310061,-157.837459",1,,NDEP/Robotics Organizing Committee & Roosevelt High School,,
MI,MI,"Ishpeming, MI",4375,,2016,2012,"46.481787,-87.72553",1,,"Eagle Mine / R. L. Balconi Co. / Cliffs Resourses / Ishpeming Kiwanis / Signs Unlimited / Martin Sports / United Stealworkers Local 4974 / Jandron's Fine Jewlery / Scott Ciullo, Inc / Super One / UPPCO / Holli Forest Products / Superior Extrusion / Zonta Club International, District 15 & Westwood High School ",,
MI,MI,"Charlevoix, MI",4376,,2016,2012,"45.283629,-85.267768",1,,Raydernators / Ken Biddick at National Marine / Strand Construction / Dr. William Shapton from MI Tech / DCL / Lions Club / St. Mary's Cement Plant / Charlevoix Kiwanis Youth Foundation / Northwest Design Group / Mr. Michael Lynskey & CHARLEVOIX HIGH SCHOOL ,,
MI,MI,"Boyne City, MI",4377,,2016,2012,"45.205687,-84.99856",1,,BC Booster Foundation / Michigan Dept of Ed / The Bellant Family & Boyne City High School ,,
,TX,"El Paso, TX",4378,,2016,2012,"31.770098,-106.320856",1,,3M / Texas Workforce Commition / Ysleta ISD / El Paso STEM Foundation / Bezos Foundation & J M Hanks Hs ,,
,FL,"Weston, FL",4379,,2012,2012,"26.065511,-80.397521",1,,jcpenney/JCPenney/Rockwell Automation & Cypress Bay High School,,
MI,MI,"Detroit, MI",4380,,2016,2012,"42.338395,-83.059293",1,,Heroes' Alliance/Neighborhood Group/Department of Defense/Next Energy ,,
MI,MI,"Richland, MI",4381,,2016,2012,"42.372416,-85.439",1,,Post Foods / Springfield Machine & Tool / Parker Hannifin / Solidworks / Gull Lake Community Schools Foundation & Gull Lake High School ,,
MI,MI,"Saginaw, MI",4382,,2014,2012,"43.407469,-83.925739",1,,Saginaw High School,,
,NY,"New York, NY",4383,,2016,2012,"40.675907,-73.938959",1,,New York City College of Technology/Pershing Square & Paul Robeson High School ,"150 Albany Ave, NY",
MI,MI,"Troy, MI",4384,,2016,2012,"42.568636,-83.121368",1,,Martinrea/Valeo/National Defense Education Program (NDEP)/TARDEC/Troy Foundation for Educational Excellence & International Academy ,,
,OH,"Bryan, OH",4385,,2013,2012,"41.464883,-84.566676",1,,"jcpenney & Williams County Family YMCA ... ""The Bryan Automatons""",,
,CO,"Brush, CO",4386,,2016,2012,"40.257204,-103.638021",1,,Xcel Energy & Morgan County 4H & Brush High School ,,
,CO,"Sterling, CO",4387,,2013,2012,"40.63423,-103.218528",1,,jcpenney & Sterling High 4-H Organization,,
,CO,"Fort Collins, CO",4388,,2016,2012,"40.512543,-105.019813",1,,Poudre Valley REA / ADP / Fort Collins Dodge Chrysler Jeep / Metal Distributors & Fossil Ridge High School ,,
MI,MI,"Battle Creek, MI",4389,,2013,2012,"42.97543,-85.67622",1,,NDEP/SRT & West Michigan Virtual Academy,,
MI,MI,"Dearborn, MI",4390,,2016,2012,"42.322394,-83.166185",1,,"Advanced Technology Academy/Ford Motor Company/Michigan Dept of Education/MEZ Michigan Engineering Zone/Trosion Control Products/Society of Women Engineers/Helping Hands Construction, Inc. & Advanced Technology Academy ",,
MI,MI,"Gladstone, MI",4391,,2016,2012,"45.867545,-87.060441",1,,Engineered Machine Products / Plum Creek / Delta County Youth Advisory Committee & Gladstone Area High School ,,
MI,MI,"Brimley, MI",4392,,2016,2012,"46.402968,-84.572374",1,,State of Michigan / FIRST in Michigan / Rodenroth Motors / Mark's Tire / Brimley PTO / Brimley Booster Club / Bay Mills Community College / National Office Products / Buffalo Wild Wings / Four Season's Market / Soo co-op Credit Union / Brimley Area School / Jack's Grub & Pub / Eugene Ford Jr. & Annette Brown / Cozy Inn / Picture This Photography & Brimley Jr./Sr. High ,,
,VA,"Williamsburg, VA",4394,,2012,2012,"37.333022,-76.757112",1,,jcpenney & Williamsburg-James City County Public Schools,4615 Opportunity Way,
MI,MI,"Dundee, MI",4395,,2016,2012,"41.961015,-83.660009",1,,SRT/Chrysler Foundation & Dundee Community High School ,,
,TN,"Memphis, TN",4396,,2015,2012,"35.171231,-90.031722",1,,Shelby County Schools & MANASSAS HIGH SCHOOL ,,
,MN,"Bagley, MN",4397,,2016,2012,"47.529408,-95.398555",1,,TEAM Industries/Medtronic & Bagley Secondary ,,
MI,MI,"Traverse City, MI",4398,,2016,2012,"44.755834,-85.62311",1,,"Electro-Optics Technology, Inc. / ATLAS space Operations, Inc. & St Francis High School ",,
,Mexico,"TORREON, CU Mexico",4400,,2016,2012,"25.542844,-103.406786",0,,PEÑOLES & COLEGIO CERVANTES DE TORREON ,,
,Mexico,"Laguna del Rey Coahuila, CU Mexico",4401,,2016,2012,"27.027961,-103.365488",0,,PEÑOLES S.A. DE C.V. & CETLAR A.C. ,,
,MO,"West Plains, MO",4402,,2013,2012,"36.734503,-91.844419",1,,The Boeing Company/jcpenney & South Central Career Center,,
,Mexico,"Torreon, CU Mexico",4403,,2016,2012,"25.542844,-103.406786",0,,"MET MEX PEÑOLES, S.A. DE C.V. & Tec de Monterrey Campus Laguna ",,
,MO,"Chesterfield, MO",4404,,2016,2012,"38.665189,-90.502116",1,,The Boeing Company/Heat Transfer Systems/Noodles and Company/St. Louis Community College & Central High ,,
MI,MI,"Canton, MI",4405,,2016,2012,"42.351559,-83.465951",1,,Ford / Movimento Group / ROUSH & Plymouth Christian Academy ,,
,Israel,"Tel Aviv, Central Israel",4406,,2016,2012,"32.066157,34.777821",1,,Rashi Foundation/Afeka College of Engineering/Tel Aviv Municipality & CAMPUS BIALIK ROGOZIN ,,
MI,MI,"Battle Creek, MI",4408,,2016,2012,"42.369981,-85.136463",1,,Schweitzer Construction/Pennfield Public Schools & Pennfield Senior High School ,,
MI,MI,"Niles, MI",4409,,2016,2012,"41.798184,-86.320266",1,,AEP/Indiana Blacksmithing Association/NASA/Michiana Youth Robotics and Engineering/Camden's Aplliances & Home School ,,
NE,MA,"Orange, MA",4410,,2013,2012,"42.575821,-72.301768",1,,jcpenney & Ralph C. Mahar Regional,,
,TX,"San Antonio, TX USA",4412,,2016,2013,"29.515702,-98.444101",1,,School of Science and Technology & School of Science and Technology & School of Science and Technology - Alamo ,,
,CA,"Studio City, CA",4413,,2014,2014,"34.153509,-118.398326",1,,The GoLD Initiative / Campbell Hall School / Xerox & Golden Gears Robotics,,
,CA,"Cerritos, CA",4415,,2014,2014,"33.870433,-118.103478",1,,Boeing / Signal Hill Petroleum & Valley Christian HS,,
,Israel,"Ramat Hasharon, TA Israel",4416,,2014,2014,"31.340959,35.100994",1,,Leumi Private Bank Switzerland ltd / Ramat Hasharon Municipality / PWC Kesselman & Kesselman / iGO Nav N Go / WIX / TAT Technologies Ltd / Dominos Pizza ISRAEL / Rondan / General Motors / Lifewatch / Pitango Venture Capital & Ramat Hasharon Robotics Team,,
,CO,"Highlands Ranch, CO",4418,,2014,2014,"39.556295,-104.997228",1,,United Launch Alliance / Lockheed Martin / PTC & STEM High School,,
PNW,WA,"Olympia, WA ",4450,,2016,2013,"47.067884,-122.873756",1,,"Washington State Office of Superintendent of Public Education / Capital Industrial, Inc / The Community Foundation of South Puget Sound / Olympia School District / Boeing / H2OJet, Inc. / Diamond Technology Innovations / FastSigns, Inc. / Obee Credit Union / Google / Christopher Cook / Chad Stoker / Kiwanis International / Rotary International / Advance Equipment Company / SCJ alliance & Capital High School & Avanti High School & Olympia High School ",,
,SC,"Fountain Inn, SC ",4451,,2016,2013,"34.502147,-82.067775",1,,BOSCH/Bosch Rexroth Corporation/STUEKEN Precision Metal/Michelin/GE/Laurens County Water & Sewer Commission/Laurens Commissioner of Public Works/Walmart - Laurens/Piedmont Technical College & Laurens District 55 High ,,
,SC,"Seneca, SC ",4452,,2015,2013,"34.678253,-82.953901",0,,Oconee County 4H ,4H,
MI,MI,"Marshall MI, MI ",4453,,2016,2013,"42.285733,-84.957393",1,,AutoCam / IBM & Marshall High School ,,
MAR,PA,"Philadelphia, PA ",4454,,2016,2013,"40.032872,-75.138245",0,,The Franklin Institute / The Boeing Company / NDEP / Braskem & Science Leadership Academy ,4H,
,MO,"Warrensburg, MO ",4455,,2016,2013,"38.740306,-93.709942",1,,"Society of Women Engineers / Boeing / Geek Details / University of Central Missouri / Lowe's / Waterloo Industries, Inc. & Warrensburg High ",,
,DC,"Washington, DC ",4456,,2016,2013,"38.962853,-77.054968",1,,New Health Sciences Inc. / Comcast NBC Universal / Maryland Children Health Center / Sentral Services & St Johns College High School ,,
PNW,OR,"Portland, OR ",4457,,2014,2013,"45.554786,-122.500452",1,,Boeing / Microchip / PGE / ODE & ACE Academy,,
,NY,"Center Moriches, NY ",4458,,2016,2013,"40.805135,-72.806815",1,,Bay Gas / Biodex / Tebbens Steel / Helping Makes U Happy / Rico's Clothing / Rico's Memorial Foundation / Scott's Carpentry / Century 21 / Mary O'Brien / Gmelin Family / East Moriches Hardware / Sigerson Family / North Atlantic Industries & Center Moriches High School ,,
GA,GA,"Lithia Springs, GA ",4459,,2016,2013,"33.755995,-84.657905",1,,General Electric / Google / Kennesaw State University & Lithia Springs Comprehensive High School ,,
MAR,PA,"West Vincent Township, PA ",4460,,2015,2013,"40.107213,-75.667726",0,,Paul & Caron Young/George & Maureen Fogwell/Owen J. Roberts School District/Partners for Family Peace/Complete Financial Outsourcing/Environmental Simulations Incorporated/The Naim Family/PTC/WAWA/National Instruments & Friends of 401 ,,
PNW,WA,"Des Moines, WA ",4461,,2016,2013,"47.399399,-122.309057",1,,Boeing/OSPI/Microsoft/Dassault Systemes & Mount Rainier High School ,,
,TN,"Kingston, TN ",4462,,2016,2013,"35.875026,-84.520521",1,,"Isotek Systems / Leidos / Tennessee Valley Authority / UT Battelle & Oak Ridge National Lab / Harriman Utility Board / Rockwood Electric Utility / MCLINC / Consolidated Nuclear Security, LLC / SpecPro Environmental Services, LLC / Tennessee Eye Care / SAIC & Roane County High School ",,
,AR,"Jonesboro, AR ",4463,,2013,2013,"35.842297,-90.704279",0,,Argosy/Best Buy/Arkansas First/Griffith Machine/Valley View Bearing & Valley View High School,,
,MD,"Greenbelt, MD ",4464,,2016,2013,"39.004554,-76.875528",0,,NASA/SSVT/Leidos/National Defense Education Program/United Therapeutics/MSBR/BAE & Home School ,,
,VA,"Culpeper, VA ",4466,,2016,2013,"38.474536,-77.947377",1,,TE Connectivity Foundation / TE Connectivity / Angelic Robotics / Angelic Technology / Kilby Pedeatrics & Family Friends ,,
PA-nonMAR,PA,"Peters Township, PA ",4467,,2016,2013,"40.282338,-80.080093",1,,NASA / Aethon / Equipco / Moorehead Family / John Makrinos / Range Resources / Stahl Sheaffer Engineering / W.G. Tomko Incorporated Contractors / Miller's Ace Hardware / Evey Hardware / Mayberry Orthodonics / Lightwave International / California University Center for Innovation / Titanium Titan Team Members & Neighborhood Group ,,
GA,GA,"Atlanta, GA ",4468,,2016,2013,"33.778578,-84.317819",1,,GE Volunteers/Johnson Research & Development/Gate 6 Solutions & Fernbank Science Center ,,
PNW,WA,"Auburn, WA ",4469,,2016,2013,"47.345222,-122.278729",1,,Boeing/Intel & Thomas Jefferson High School ,,
,CA,"Placentia, CA ",4470,,2016,2013,"33.875986,-117.86932",1,,Foxconn Interconnect Technology/Rockwell Automation/Boeing & Valencia High ,,
,FL,"Hollywood, FL ",4471,,2016,2013,"26.045327,-80.19782",1,,Hollywood Hills High School/Motorola Solutions/Comcast & Hollywood Hills High School ,,
,VA,"Manassas, VA ",4472,,2016,2013,"38.635595,-77.436705",1,,"NASA/Orbital Sciences/Lockheed Martin/BAE Systems/Micron Technology/SPARK Education Foundation/Osbourn Park High School/Pro-Type Industries, INC. & Osbourn Park High ",,
NE,ME,"Augusta, ME ",4473,,2016,2013,"44.310624,-69.77949",0,,Robotics Institute of Maine/REM & Hall-Dale High School ,,
NE,MA,"Kingston, MA ",4474,,2016,2013,"42.01595,-70.785491",1,,Entergy/Silver Circuit STEM Camp/Halifax Cultural Council/Kingston Cultural Society & Silver Lake Reg High ,,
MAR,NJ,"Newark, NJ ",4475,,2016,2013,"40.740017,-74.181838",1,,Essex County Youth Chapter & Essex Co Youth House ,,
,Canada-ON,"Kingston, ON Canada ",4476,,2016,2013,"44.231172,-76.485954",0,,Pump House Steam Museum (City of Kingston) / Argosy Foundation (2016 FRC® Hardship Grant) / Ontario Power Generation / Union Gas / Transformix Engineering / Queen's University & W.A.F.F.L.E.S. Community Robotics ,,
,AR,"Hot Springs, AR ",4477,,2013,2013,"34.517925,-93.05819",1,,"Arkansas FIRST/Argosy & Arkansas School for Mathematics, Science and the Arts",,
MI,MI,"Milford, MI ",4478,,2013,2013,"42.591668,-83.60037",0,,J&R Design Systems / Argosy Foundation / March Dentistry / Design Solutions: Fore / Water Park Family Dental & Underground Robotics,,
,TN,"Chattanooga, TN ",4479,,2013,2013,"35.154352,-85.221722",1,,TVA & Hixson High School,,
,MN,"Upsala, MN ",4480,,2016,2013,"45.80305,-94.571435",1,,MSP Communications / Blattner Energy / Standard Iron / Minnesota Power Foundation / Central Minnesota Credit Union / Park Industries & Upsala Secondary ,,
,Netherlands,"Eindhoven, NB Netherlands ",4481,,2016,2013,"51.433958,5.456586",1,,AAE/MTA/KMWE/Fontys University of Applied Sciences/Zwijsencollege & Team Rembrandts ,,
MI,MI,"Kalamazoo, MI ",4482,,2016,2013,"42.275411,-85.674051",1,,DR Lab Services / Sigma Machine / BP & R Engineering / Ritchie Industrial Sales & Heritage Christian Academy ,,
MI,MI,"Battle Creek, MI ",4483,,2014,2013,"42.321152,-85.179714",0,,Kellogg Community College & 21st Century Community Learning Center,,
PA-nonMAR,PA,"Clearfield , PA ",4484,,2015,2013,"41.022974,-78.410325",1,,NASA & 4-H Deadlox Team #4484 ,,
IN,IN,"Danville, IN ",4485,,2016,2013,"39.756051,-86.540505",1,,Rolls-Royce/Allison Transmission/Waterjet Cutting of Indiana/Colors Inc./Duke Energy/Danville Optimist Club/Waste Management & Danville Community High Sch ,,
,CA,"Vista, CA ",4486,,2016,2013,"33.212621,-117.254072",1,,MEANS Engineering / NASA / Qualcomm / Gene Haas Foundation / Meziere Enterprises / PGS San Diego / Nordson & North Co Trade Tech High ,,
,OK,"Oologah, OK ",4487,,2014,2013,"36.474134,-95.706289",1,,"NASA & Oologah-Talala High School, Oklahoma Department of Education, NASA",,
PNW,OR,"Hillsboro, OR ",4488,,2016,2013,"45.542171,-122.995355",1,,Lam Research / Intel Corp. / Hillsboro School District / Boeing Corportation / Entro Industries / Oregon Department of Education / Profacture / Legacy Semiconductor / Hillsboro Optimists / Valley Machine / Hoffman Construction & Glencoe High School ,,
,TN,"Knoxville, TN ",4489,,2014,2013,"35.96134,-83.91557",0,,South-Doyle High School,,
,AR,"Searcy, AR ",4490,,2016,2013,"35.253173,-91.691291",1,,Riverview School District / 21st Century After School Program / Southwestern Energy Company / ExxonMobil / All About Graphics & Riverview High School ,,
,Canada-QC,"Richmond, QC Canada ",4491,,2016,2013,"45.269729,-72.159372",1,,BRP/Future Electronics/Youth Fusion & Richmond Regional High School & Richmond Regional High School ,,
,Canada-QC,"Coaticook, QC Canada ",4492,,2014,2013,"45.133686,-71.803946",0,,"Enerkem / Fonds Tillotson / Robotique FIRST Québec / Commission Scolaire des Hauts-Cantons / Université de Sherbrooke / Liebherr / Cabico / Codet-Big Bill / Freepilot.ca / IGA Coaticook / Les Entreprises Forestieres V. Labranche inc. / MRC de Coaticook / Caisses Populaires Desjardins des Verts Sommets de l'Estrie / SADC / Réjean Hébert, député provincial / Fondation La Frontalière / Waterville Bois Ouvrés / Équipement Luke Bélanger / Jean Rousseau, député fédéral / Halte des Pèlerins / Coop de Compton / Caron et fils / Brunelle Electronique / Clinique Dentaire du Vieux Sherbrooke / Daniel Pomerleau / Domaine Équi-Sphère & Ecole secondaire La Frontalière (CS des Hauts-Cantons)",,
PNW,WA,"Thorp, WA ",4495,,2016,2013,"47.070049,-120.675857",1,,Boeing/Bezos Family Foundation/Ellensburg Cement Products/Washington State Office of Superintendent of Public Instruction & Thorp Elem & Jr Sr High & Kittitas High School ,,
,AZ,"Gilbert, AZ ",4496,,2016,2013,"33.262626,-111.748466",1,,Intel Matching Grant Program / Boeing & Perry High School ,,
,Canada-ON,"Vaughan, ON Canada ",4497,,2016,2013,"43.835244,-79.517778",1,,Batco Manufacturing/Neighborhood Group ,,
,CA,"Sacramento, CA ",4498,,2015,2013,"38.515245,-121.444717",1,,"Intel / Society of Women Engineers / TAP Plastics / Steven Campora, Attorney At Law / Sacramento Sheriff's Activity League & Boys & Girls Club of Greater Sacramento ",,
,CO,"Fort Collins, CO ",4499,,2016,2013,"40.473917,-104.969303",1,,NASA / Peak Resources / PTC / Lockeed Martin / OtterCares / Neaera Consulting / Front Range Powder Coating / Metal Distributors & Neaera Robotics ,,
,MO,"Clayton, MO ",4500,,2016,2013,"38.64962,-90.344609",1,,Nidec Motor Co. / Crow and Takacs Law / Boeing / Clayton PTO / Clayton Alumni Association & Clayton High ,,
,CA,"Santa Monica, CA ",4501,,2016,2013,"34.030843,-118.45871",1,,New Roads School ,,
,TX,"New Braunfels , TX ",4502,,2013,2013,"29.686747,-98.12097",1,,Alamo Area Academies & Alamo Colleges-Memorial Early College High School,,
,TN,"Maryville, TN ",4504,,2016,2013,"35.747445,-83.977871",1,,DENSO/Maryville City Schools/Alcoa City Schools Education Foundation/Maryville City Schools Foundation/Oak Ridge National Laboratories/Remotec/ALCOA/IEEE & Maryville High School ,,
,MD,"Owings Mills, MD ",4505,,2016,2013,"39.394097,-76.777257",1,,Booz Allen Hamilton & Mcdonogh School ,,
,MN,"Maplewood, MN ",4506,,2016,2013,"44.992276,-92.989529",1,,3M / Motion Tech Automation & Hill Murray School ,,
MI,MI,"Detroit, MI ",4507,,2016,2013,"42.409241,-82.929558",1,,"Google/Ford Motor Company/Toyota/McNaughton-McKay Electric Company/The Berg Family/Detroit And Downriver Area Robotics Alliance, Dadara/Gentherm/Michigan Engineering Zone -U of Mich & Denby High School ",,
,NY,"Schuylerville, NY ",4508,,2016,2013,"43.105943,-73.581415",1,,NY Tech Valley Sustaining Grant / Stewarts Holiday Match / Stonebridge Iron & Steel / American Legion Post 533 Glens Falls / The Fort Miller Group / Stewarts Shops / Rayco of Schenectady / Solidworks / Douglas Industrial / Marshall & Sterling Insurance / Golup Foundation - Price Chopper / 1st National Bank of Scotia / King Brothers Dairy / WGY News & Radio / Adirondack Trust / Larmon House Movers / Turner Construction & Schuylerville Junior-Senior High School ,,
GA,GA,"Sugar Hill, GA ",4509,1771,2015,2013,"34.085447,-84.031838",1,,Meggitt Training Systems / AZZ / LaserCraft Industries / Nordson Corp. / Gwinnett County Public Schools & LANIER HIGH SCHOOL ,,
GA,GA,"Vienna, GA ",4510,,2013,2013,"32.104444,-83.798658",1,,jcpenney & Dooly County High School,,
,MN,"Plymouth, MN ",4511,,2016,2013,"45.043555,-93.471937",1,,Carlson Family Foundation & Providence Academy ,,
PNW,WA,"Everett, WA ",4512,,2016,2013,"47.924726,-122.222238",1,,"Boeing / OSPI / Everett School District / Bruin Community Parents / University Mechanical Contractors, Inc. / Crane Aerospace & Electronics & Cascade High School ",,
PNW,WA,"Medical Lake , WA ",4513,,2016,2013,"47.575757,-117.67976",1,,Medical Lake School District / Washington State OSPI / Bezos Family Foundation / 2nd Sight Bioscience / F5 Networks & Medical Lake High School ,,
,MD,"Huntingtown, MD ",4514,,2016,2013,"38.618739,-76.607916",1,,Booz-Allen-Hamilton / DOD STEM / Bright Energetics / Walton's Welding and Fabrication / General and Hand Surgery of Southern Maryland / Calvert County Public Schools & Huntingtown High School ,,
GA,GA,"Roswell, GA ",4516,,2016,2013,"34.054582,-84.383026",1,,GE Volunteers/NASA/Moe's Southwest Grill/The Home Depot & Blessed Trinity Catholic High School ,,
,FL,"Miami, FL ",4517,,2016,2013,"25.701546,-80.394945",1,,DESCO DIAGNOSTIC EQUIPMENT SERVICE CORPORATION / BECKMAN COULTER FOUNDATION & Archimedean Upper Conservatory Charter School ,,
,Canada-SK,"Swift Current, SK Canada ",4518,,2013,2013,"50.285069,-107.797172",1,,The Hill Academy,,
,Canada-ON,"Oakville, ON Canada ",4519,,2016,2013,"43.478827,-79.761541",1,,King's Christian Collegiate / Pratt & Whitney Canada / United Technologies Corporation / St Jude Medical & King's Christian Collegiate ,,
,ID,"Rathdrum, ID ",4520,,2013,2013,"47.788165,-116.882858",1,,"NASA/Discover Technology/Kootenai Electric Cooperative/Bay Shore Systems/LCF Enterprises/Ground Force Mfg, LLC & Kootenai Technical Education Center",,
,OH,"Harrison, OH ",4521,,2016,2013,"39.255169,-84.769749",1,,Proctor and Gamble / Cincinnati Incorporated & William Henry Harrison High School & Great Oaks Career Campuses ,,
,MO,"Sedalia, MO ",4522,,2016,2013,"38.672436,-93.257702",1,,Bryant Motors / Ditzfeld Transfer / Gardner-Denver / Ideal Tool and Manufacturing / JAM Marketing / Maxion Wheels / McCarthy Toyota / W&M Welding / Dick's Honda / Duke Manufacturing / Specialty Sportswear & Smith-Cotton High School ,,
,OK,"Pryor, OK ",4523,,2016,2013,"36.292802,-95.305235",1,,Google / MidAmerica Industrial Park / American Castings / National Defense Education Program / OSUIT & Pryor Hs & Adair Hs & Chouteau-Mazie Hs & Locust Grove Hs & Salina Hs ,,
,TN,"Memphis, TN",4524,,2014,2014,"35.130526,-89.954957",1,,Memphis City Schools & East High School STEM Academy,,
,Canada-ON,"St. Thomas, ON Canada ",4525,,2016,2013,"42.777721,-81.182653",0,,JMP Engineering - Automation Division / Fanshawe College - St. Thomas Elgin Campus & St. Joseph's Catholic High School ,,
,Canada-QC,"Terrebonne, QC Canada ",4526,,2016,2013,"45.699648,-73.6365",1,,Future Electronics / Fondation Pour l'Encouragement Scolaire / Fondation Jeunes-projet & Ecole Léopold-Gravel ,,
,NY,"Flushing, NY ",4528,,2016,2013,"40.737424,-73.823813",1,,John Bowne High School ,,
,Australia,"Armadale, VIC Australia ",4529,,2016,2013,"-37.858127,145.009659",1,,BAE Systems / Rockwell Automation / News Corporation & The King David School ,,
,WI,"Mishicot, WI ",4531,,2016,2013,"44.238343,-87.632586",1,,Manitowoc Cranes / Vollrath Co. / Jagemann Stamping Company / Nextera Energy / Green Bay Packers Foundation / Edward Jones / PTC / Miller Implement & Mishicot High ,,
,AR,"Little Rock, AR ",4532,,2014,2013,"34.751219,-92.387063",1,,AndyMark/Arkansas FIRST/Sarah Parsons Photography/Las Palmas Mexican Restaurant & LISA Academy-NLR,,
,SC,"Mt Pleasant, SC ",4533,,2016,2013,"32.885887,-79.759111",1,,BOSCH/Boeing/SPAWAR/Leidos/NDEP/Blackbaud & Wando High ,,
NC,NC,"Wilmington, NC ",4534,,2016,2013,"34.227425,-77.879179",1,,Port City Robotics / Elite Innovations / Corning & Neighborhood Group ,,
,AR,"Little Rock, AR ",4535,,2014,2013,"34.772034,-92.414503",1,,Arkansas FIRST & Pulaski Academy High School,,
,MN,"Saint Paul, MN ",4536,,2016,2013,"44.948885,-93.148098",1,,3M & Central Senior High ,,
,Australia,"Everard Park, SA Australia ",4537,,2016,2013,"-34.951774,138.573948",0,,BAE Systems Australia / Adelaide Pneumatic Sales / The City of Unley / UniSA / Don Alan Pty Ltd / TechnoPlas / Vellex / A.G. Pulie / The University of Adelaide / Rockwell Automation / Mythic Beasts & Student Robotics Club of South Australia Inc. ,,
,VA,"Newport News, VA ",4538,,2016,2013,"37.052569,-76.475836",1,,Newport News Public Schools CTE & Warwick High ,,
,MN,"Frazee, MN ",4539,,2016,2013,"46.729188,-95.699171",1,,BTD Manufacturing/The University of Minnesota/Porta-Dock/Alexandria Industries/Tri-State Manufacturers Association/Douglas Finishing & Frazee Secondary ,,
,MD,"Severn, MD",4541,,2016,2013,"39.124534,-76.646827",1,,"CIENA / Sightline Systems / MSBR / CFM Engineering / The Davis Family / Gingles, LLC. / MacMedics / McDonogh Farms / State Farm & Archbishop Spalding High School ",,
PNW,WA,"Woodinville, WA",4542,,2015,2013,"47.769719,-122.15945",1,,WOODINVILLE HS ,,
,CA,"San Jose, CA",4543,,2016,2013,"37.331912,-121.829211",1,,Microsoft/TE Connectivity/Northrop Grumman/Qualcomm/Brin Wojicicki Foundation/Advantage Metal Products/Professional Plastic Inc./JP Metal Fabrication/Balance Point Technologies/East Side Union High School District/The Olander Company & Apollo High ,,
,CA,"San Rafael, CA",4544,,2013,2013,"37.998478,-122.553134",1,,Terra Linda High School,,
IN,IN,"Indianapolis, IN",4545,,2014,2013,"39.844487,-86.062297",1,,"Tindley Accelerated Schools / Interactive Intelligence Foundation (IIF) / Rolls Royce / AMG Engineering & Machining, Inc. / LYN-HILS CLEANING SERVICE INC. / Earl Martin Phalen & Tindley Accelerated Schools- Arlington High School",,
NE,NH,"Dover, NH",4546,,2016,2013,"43.176304,-70.887773",1,,ArgenTech Solutions / Comcast / Ultimaker / NDEP / IPSUMM / Dominos Pizza / Portsmouth Naval Shipyard / Duckworks Engineering & Dover Senior High School ,,
PA-nonMAR,PA,"Johnstown, PA",4547,,2016,2013,"40.316847,-78.977808",1,,NRG Energy / Wells Fargo / Kiwanis Club / Community Foundation for the Alleghenies / IEEE Johnstown Section / Somerset Trust Bank / Edward Jones / Ameriserv / Martin-Baker / Concurrent Technologies / Laurel Holdings & Westmont Hilltop Hs ,,
PNW,WA,"Omak, WA",4548,,2013,2013,"48.409292,-119.534039",1,,Omak High School,,
,MN,"South St. Paul, MN",4549,,2016,2013,"44.893048,-93.042934",1,,3M & South St. Paul Secondary ,,
