District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,
,CA,"Santa Fe Springs, CA ",3001,,2009,2009,"33.939399,-118.090507",1,,Villa's Tacos and Seafood Restaurant / Quality Vessel Engineering / Boeing & Santa Fe High School,,
MI,MI,"Detroit, MI ",3002,,2012,2009,"42.384758,-83.112667",1,,Detroit Public Schools / Michigan Enginerring Zone (MEZ) / Four Corners Bistro & Detroit Central High School Trailblazers,,
,NY,"Canandaigua, NY ",3003,,2016,2009,"42.90926,-77.27545",1,,Xerox Corporation / WesLor Enterprises / Bradford White Water Heaters / Retrotech Inc. & Canandaigua Academy & Middle School ,,
,NY,"Bronx, NY ",3004,,2016,2009,"40.877142,-73.912684",1,,SRT/Manhattan College/Bloomberg .net & Bronx Engineering and Technology Academy ,,
,TX,"Dallas, TX ",3005,,2016,2009,"32.876769,-96.751999",1,,Texas Instruments / Vickery Meadows Foundation / Boeing / FIRST in Texas - TWC / The NCR Foundation & Emmett J Conrad H S ,,
,UT,"Salt Lake City, UT ",3006,,2016,2009,"40.772819,-111.900507",1,,STEM Action Center/Rio Tinto/TSLOTS Futura Industries/University of Utah Physics Department/FIRST Hardship Grant/SolidWorks & West High ,,
,MN,"Oakdale, MN ",3007,2501,2016,2009,"44.961396,-92.972155",1,,The Pentair Foundation / Diamond Machine / 3M Company / Cummins Power Generation / WSB Associates & Tartan Senior High ,,
,HI,"Honolulu, HI ",3008,,2016,2009,"21.278885,-157.773816",1,,Kalani Robotics Academy / BristleBots / Monsanto / PTC / FedEx / Friends of Hawaii Robotics Organization Committee & Kalani High School ,,
,NV,"Boulder City, NV ",3009,,2016,2009,"35.971137,-114.833682",1,,"Draney Family / San Diego Gas & Electric / Copper Mountain Solar / Boulder City Sunrise Rotary / Goodfellow Corp. / Harkins Family / Begley Family / Boulder Dam Credit Union / ITT Technical Institute / Barth Electronics, Inc / Richner Air Conditioning / Fisher Space Pen / Boulder City Rotary / Alan Bowman / Richner Family / Boulder City Chamber of Commerce & Boulder City High School ",,
,OH,"Centerburg, OH ",3010,,2016,2009,"40.294354,-82.705479",1,,Ariel Corporation / AEP Ohio & Centerburg High School ,,
,Germany,"Wiesbaden, Germany",3011,,2016,2009,"50.075086, 8.267088",1,,National Defense Education Program / Wiesbaden Community Spouses Club / BAE Systems / Leidos / Society of American Military Engineers / Veterans of Foreign Wars Post 27 / Tormach Machines / Wiesbaden HS Booster Club / Department of Defense Education Activity / Air Force Association & Wiesbaden High School ,,
,TX,"Houston, TX ",3012,,2011,2009,"29.853235,-95.705073",1,,BAE Systems / Houston Endowment Inc. / Houston FIRST & Cypress Lakes High School,,
,CA,"Vallejo, CA ",3013,,2015,2009,"38.113664,-122.244696",1,,"NASA/Google/NOVA Group/Bulldog Machine/Moschetti Coffee/XKT Engineering/Solano County Office of Education/Skyview Memorial/Vallejo City Unified School District/Minuteman Press of Vallejo/Klimisch, Inc. Collision Repair Specialists & VALLEJO HIGH ",,
,NM,"Albuquerque, NM ",3014,,2009,2009,"35.096295,-106.63521",1,,NASA/Society of Mexican American Engineers and Scientists (MAES) & Albuquerque High School,,
,NY,"Spencerport, NY ",3015,,2016,2009,"43.185481,-77.783654",1,,Xerox Corporation / United Technologies / Harris / Baxter & Spencerport High School ,,
,TX,"Houston, TX ",3016,,2015,2009,"29.965605,-95.565487",1,,Texas Workforce Commision & Cypress Creek High School ,,
,NY,"Fresh Meadows, NY ",3017,,2016,2009,"40.740608,-73.794855",1,,Francis Lewis High School ,,
,MN,"St. Peter, MN ",3018,,2016,2009,"44.327256,-93.966408",1,,"Medtronic / Gustavus Adolphus College / APT CNC / DLC, Inc / The Soderlund Family / American Legion Post 518 & Neighborhood Group ",,
,AZ,"Scottsdale, AZ ",3019,,2016,2009,"33.576625,-111.932591",1,,Employees of Microchip Technology / Mionis and Associates & Chaparral High School ,,
,CA,"Rancho Santa Margarita, CA ",3020,,2009,2009,"33.642108,-117.578445",1,,Boeing & Santa Margarita Catholic High School,,
,CA,"Escondido, CA ",3021,,2016,2009,"33.12509,-117.086219",1,,ViaSat / BAE Systems / Meziere Enterprises / Qualcomm & Classical Academy High ,,
,CA,"San Jose, CA ",3022,,2014,2009,"37.403949,-121.849026",1,,Brin Wojcicki Foundation/Comcast Foundation/Intuitive Surgical/Grove Dale/Harris Precision Sheetmetal & Piedmont Hills High School Robotics Team,,
,MN,"Elk River, MN ",3023,,2016,2009,"45.311779,-93.569419",1,,Medtronic & Elk River Senior High ,,
PNW,OR,"Ashland, OR ",3024,,2016,2009,"42.191232,-122.700382",1,,Oregon Department of Education / Boeing Corp / Evogeneo / Ashland Home Net / Modern Fan Co. & Ashland High School ,,
,AL,"Decatur, AL ",3025,,2010,2009,"34.59394,-86.973869",1,,United Launch Alliance/EFP Corporation/NASA/Decatur City Schools Foundation & Decatur High School Austin High School Robotic Coalition,,
,MN,"Delano, MN ",3026,,2016,2009,"45.042881,-93.776949",1,,Sil-Pro / Griffith Machine Works / GT Engineering / Industrial Louvers / Y.A.R. / Norwesco / Industrial Supply Company / Calbrandt & Delano Senior High ,,
,CA,"Ventura, CA ",3027,,2016,2009,"34.273144,-119.25397",1,,Amgen/JMP Racing/Oxnard Precision Fabrication/McConnell's Fine Ice Cream and Yogurt/Intel & St Bonaventure High School ,,
,TX,"Hidalgo, TX ",3028,,2015,2009,"26.098779,-98.253307",1,,American Electric Power/South Texas College Technology Campus/FIRST in Texas & HIDALGO H S ,,
,TX,"Alamo, TX ",3029,,2016,2009,"26.184697,-98.135253",1,,PSJA ISD/American Electric Power/Texas Workforce Commission & FIRST in Texas & T-Stem Early College H S ,,
,Brazil,"Aracaju, SE, Brazil",3032,2653,2013,2009,"-10.937821,-37.059288",0,,jcpenney & Centro de Excelencia Master,,
,Israel,"Kefar Blum, Northern, Israel",3034,,2016,2009,"32.172796,34.899168",0,,Netafim/PTC & Emek Hula ,,
,TX,"Corpus Christi, TX ",3035,,2016,2009,"27.767279,-97.407712",1,,Texas Workforce Commission / FIRST in Texas / Time Warner & Collegiate H S & Harold T. Branch HS ,,
,MN,"Deer River, MN ",3036,,2016,2009,"47.333793,-93.792836",1,,Blandin Foundation & Deer River Secondary ,,
,TX,"Longview, TX ",3037,,2016,2009,"32.544833,-94.742532",1,,Texas Workforce Commission/Diagnostic Clinic of Longview/Westlake Chemicals/Eastman Chemicals & Longview H S ,,
,MN,"North Branch, MN ",3038,,2016,2009,"45.502762,-92.967875",1,,St. Jude Medical Foundation & Chisago Lakes Senior High & North Branch Senior High ,,
,LA,"Destrehan, LA ",3039,,2016,2009,"29.964113,-90.383493",1,,"Motiva/Dow/Entergy/SPAWAR/Schlumberger/St. Charles Parish Public Schools/Aerotyme/Engine Monitor/Shirt Shack/Cospolich/ADS Systems, LLC/Anthony's Ace Hardware & Destrehan High School ",,
,Canada-ON,"Toronto, ON, Canada",3040,,2011,2009,"43.709726,-79.390612",1,,northern secondary high school,,
,CA,"Chula Vista, CA ",3041,,2014,2009,"32.622115,-117.077278",1,,Qualcomm & Chula Vista High School,,
,MN,"Apple Valley, MN ",3042,,2016,2009,"44.743793,-93.192249",1,,Mpls St. Paul Magazine / Thomson Reuters / Power Systems Research / RBA / Lockheed Martin / Morgan Planning Group / Uponor & Eastview Senior High ,,
,TX,"El Paso, TX ",3043,,2016,2009,"31.76321,-106.450969",0,,DaVinci Robotics / Texas Workforce Commission / 3M Commission & Davinci School for Science and the Arts ,,
,NY,"Ballston Spa, NY ",3044,,2016,2009,"42.990617,-73.855119",1,,Ballston Spa National Bank / New York Tech Valley Sponsors / Bechtel / General Electric / Town of Malta GLOBAL FOUNDRIES Community Foundation / Technical Building Services / CSArch / Guyson Corporation / Specialty Silicone Products / Logo Wearhaus / Hound Dog Graphics & Ballston Spa Senior High School ,,
,CA,"San Mateo, CA ",3045,,2016,2009,"37.544496,-122.316432",1,,Junipero Serra High School ,,
,WV,"Charmco, WV ",3046,,2009,2009,"38.003008,-80.732843",1,,"NASA/NAV, LLC & Greenbrier West High School",,
,AZ,"Mesa / Tempe, AZ ",3048,,2016,2009,"33.41483,-111.86543",1,,East Valley Institute Of Technology #401 / Arizona Diamondbacks Foundation / GM / Employees of MicroChip / AlphaGraphics / Missy Donuts / Sun Devil Manufacturing / GoDaddy & East Valley Institute of Technology ,,
PNW,WA,"Bremerton, WA ",3049,,2016,2009,"47.574465,-122.639199",1,,Puget Sound Naval Shipyard/National Defense Education Program & Bremerton High School ,,
,Israel,"Rishon Lezion, Tel Aviv, Israel",3052,,2012,2009,"31.96357,34.81012",0,,City of Rishon Lezion & Makif Yud High School,,
,NY,"Queens Village, NY ",3053,,2016,2009,"40.73387,-73.739716",1,,Pershing Square & Martin Van Buren High School ,,
,MN,"Grand Marais, MN ",3054,,2016,2009,"47.755887,-90.335298",1,,Arrowhead Electric/Medtronic & Cook County Senior High ,,
,MN,"Austin, MN ",3055,,2016,2009,"43.668327,-92.97789",1,,Hormel Foundation / Hormel Engineering Research and Development / Medtronic / Riverland Community College Foundation & Austin Senior High ,,
,MN,"Crookston, MN ",3056,,2016,2009,"47.789244,-96.604068",1,,Medtronic & Crookston Secondary ,,
,NY,"Rochester, NY ",3057,,2009,2009,"43.146984,-77.597474",1,,SRT & James Monroe High School,,
,MN,"Annandale, MN ",3058,,2016,2009,"45.266324,-94.111032",1,,Dura Supreme / Malco Tools / Cardinal Athletic Foundation / Annandale Lions / Annandale State Bank / Zahler Photography & Annandale Senior High ,,
,NY,"Yonkers, NY ",3059,,2015,2009,"40.953417,-73.897049",1,,Con Edison/Economos Foundation/NCC: Gateway Academy & RIVERSIDE HIGH SCHOOL ,,
MI,MI,"Birmingham, MI ",3060,1489,2010,2009,"42.552701,-83.203948",1,,Roeper High School,,
,IL,"Naperville, IL ",3061,,2016,2009,"41.783905,-88.156925",1,,"Navistar / Molex / Grid Connect / Grayhill / Parallax / Midwest Printed Circuit Services, Inc. / Create Cut Invent & Naperville North High School ",,
PA-nonMAR,PA,"Natrona Heights, PA ",3062,,2016,2009,"40.615581,-79.731238",1,,St. Joseph High School ,,
,Israel,"Tel Aviv, Central, Israel",3063,,2014,2009,"32.045961,34.784177",1,,PTC & AMAL Holtz Tel Aviv,,
,Israel,"Tichon Tel Aviv, Haifa, Israel",3064,,2009,2009,"32.825651,34.986581",0,,Microsoft R&D Israel & Tel Aviv High School,,
,Israel,"Jatt, Northern, Israel",3065,,2016,2009,"32.973695,35.233118",0,,SRT/Aliso ltd. & jatt Highschool ,,
,IL,"Geneva, IL ",3067,,2016,2009,"41.893584,-88.316868",1,,The Label Printers / MayTech / Geneva Ale House & GENEVA COMMUNITY HIGH SCHOOL ,,
MI,MI,"Detroit, MI ",3069,,2011,2009,"42.426665,-82.956855",1,,FIRST in Michigan/SRT & Denby High School & Detroit Public Schools,,
PNW,WA,"Shoreline, WA ",3070,,2016,2009,"47.753939,-122.350144",1,,The Boeing Company / Microsoft / Team Pronto Parents / University of Washington / Administration of Shorewood High School / Shoreline Public Schools & Shorewood High School ,,
,TX,"Humble, TX ",3071,,2009,2009,"29.983063,-95.244183",1,,"C-STEM Teacher & Student Support Services, Inc./Greater Texas Foundation & Humble High School CATE Center",,
,VA,"Wytheville, VA ",3072,,2016,2009,"36.940715,-81.101148",1,,Wythe County Tech Center ,,
,Israel,"Lod, Central, Israel",3073,,2009,2009,"31.951014,34.888075",0,,"el al/TAT/solgal & The Ort Zeil Multidiscplinary Center, Lod High school",,
NE,ME,"Kennebunk, ME ",3074,,2011,2009,"43.381378,-70.546304",1,,Pratt and Whitney / Lockheed Martin / Fairchild Semiconductor & The New School,,
,Israel,"Hod-Ha'Sharon, Central, Israel",3075,,2016,2009,"32.155694,34.893595",0,,Hod HaSharon Municipality / Electra / Bnai Brith Hod HaSharon / Mizrahi-Tefahot Bank / Qualcomm / Solidworks / Jethro / Keter Plastic / Su-Pad / Beiman-Cohen-Biran / Peled Ben-Ami / Adagio & Hadarim High School ,,
,Israel,"Arad, Southern, Israel",3076,,2010,2009,"31.261447,35.214862",0,,Motorola & Ort Arad High School,,
,Israel,"Jerlem, Israel",3077,,2009,2009,"31.768319,35.21371",0,,Israel Arts & Science Academy High School,,
,VA,"Richmond, VA ",3079,,2011,2009,"37.604176,-77.432542",1,,"Genworth Financial, Inc./Tool Guys/Farmer Machine/IMG Photography/Breco Flex/Support Enterprises & Henrico High School",,
,TX,"Rio Grande City, TX ",3080,,2014,2009,"26.390702,-98.852727",1,,AEP Texas/Time Warner Cable & Rio Grande City High School,,
,MN,"Bloomington, MN ",3081,,2016,2009,"44.827935,-93.275428",1,,Microsoft / Donaldson Foundation / Thermo King / Dalsin Industries - Memphis Grills / Peterson Family / Lindemann Family & Kennedy Senior High ,,
,MN,"Minnetonka, MN ",3082,,2016,2009,"44.910975,-93.509295",1,,"St. Jude Medical, Inc/Rockwell Automation & Minnetonka Senior High ",,
,Israel,"Maagan Michael, Northern, Israel",3083,,2016,2009,"32.55871,34.917816",0,,Caeser Stone / Gold-Bar / PTC / Plasson / Alubin / Kibbutz Sdot Yam / Qualcomm / Edwards / MES / Netz Engineers / Suron & HOME SCHOOL ,,
,Israel,"Hazor, Northern, Israel",3084,,2011,2009,"32.910141,35.295623",0,,Rashi Foundation & Hazor Glilit High School,,
,Israel,"Kyriat Shmona, Northern, Israel",3086,,2010,2009,"33.207933,35.570246",0,,Ituran & Broncoweiss High School,,
,Israel,"Ben Shemen, Central, Israel",3087,,2014,2009,"31.953601,34.92098",0,,Rashi Foundation/Elop & Ben Shemen High School,,
,Israel,"Kiriat Bialik, Northern, Israel",3088,,2011,2009,"32.812635,35.101231",0,,Hod-Assaf Industries Ltd/Fanta Israel & Ort Kiriat Bialik High School,,
,Israel,"Haifa, Israel",3089,,2010,2009,"32.815195,34.98785",0,,subaru & The Hebrew Reali High School,,
,MN,"Winona, MN ",3090,,2016,2009,"44.046655,-91.662732",1,,Boston Scientific Company/Miller Ingenuity/Wincraft/Peerless Chain/RTP Company/Benchmark Electronics/Concept Tool/Excel Images/Miller Scrap/MN SE Technical College/jcpenney/Medtronic/SRT & Winona Senior High ,,
GA,GA,"Atlanta, GA ",3091,,2016,2009,"33.760887,-84.387552",1,,"100 Black Men of Atlanta, Inc./Georgia Tech Robojackets/Georgia Power Company/Atlanta Gas Light/EMC/Johnson Research and Development Co., Inc./Lockheed Martin/AT&T/Delta Airlines & 100 Black Men of Atlanta ",,
,Israel,"Nazareth Ilit, Northern, Israel",3092,,2009,2009,"32.711539,35.324812",0,,Ort Nazareth Ilit High School,,
PNW,WA,"Monroe, WA ",3093,,2009,2009,"47.843131,-122.00944",1,,Boeing & Monroe High School,,
,Israel,"Ramat Gan, Central, Israel",3094,,2009,2009,"32.068424,34.824785",0,,Ramat Gan Municipality & Blich High School,,
MI,MI,"Warren, MI ",3095,,2009,2009,"42.514986,-82.97464",1,,Total Soccer & De La Salle High School,,
MI,MI,"Detroit, MI ",3096,,2016,2009,"42.389789,-82.953548",1,,GM Foundation/DADARA Foundation/Ford Motor Co./Michigan Engineering Zone (MEZ)/Detroit Public Schools & East English Village Preparatory Academy ,,
MI,MI,"Detroit, MI ",3097,,2010,2009,"42.384385,-83.020702",1,,AT&T/SRT & Detroit Public Schools & Kettering High School,,
MI,MI,"Waterford, MI ",3098,,2016,2009,"42.680211,-83.391874",1,,General Motors / FCA Foundation / Faurecia / 221 Robotic Systems / Atlas Copco / JVIS USA / AirStair Solutions LLC / Kawasaki Robotics USA / Hirotec America / Hartman & Tyner / Michigan Department of Education / Northern Controls Group Inc. & Waterford Kettering High School ,,
,MN,"Mendota Heights, MN ",3100,,2016,2009,"44.887925,-93.107929",1,,Ecolab/Genisys Credit Union & Highland Park Senior High ,,
,MN,"Nevis, MN ",3102,,2016,2009,"46.925674,-95.063719",1,,3M Wonewok/Nevis Public School & Nevis Secondary ,,
,TX,"Houston, TX ",3103,,2016,2009,"29.778778,-95.484452",1,,GE Oil & Gas/Texas Workforce Commission & Duchesne Academy of the Sacred Heart ,All female team,
NE,CT,"Stamford, CT ",3104,,2016,2009,"41.085856,-73.549058",1,,United Technologies / Cyber Robotics Inc. & the Academy of Information Technology ,,
,Philippines,"Manila, Philippines",3105,,2009,2009,"14.599512,120.98422",0,,De La Salle University/Science Education Institute/Uiversity of the Philippines & Philippine Science High School,,
,TX,"Farmersville, TX ",3106,,2009,2009,"33.17209,-96.370429",1,,FEST Booster Club & Farmersville High School,,
,IL,"Chicago, IL ",3107,,2010,2009,"41.807664,-87.643",1,,Boeing & Tilden Career Community Academy High School,,
PA-nonMAR,PA,"Pittsburgh, PA ",3108,,2009,2009,"40.467078,-79.922876",1,,Peabody Robotcs 9th Graders High School,,
,TN,"Memphis, TN ",3109,,2010,2009,"35.14657,-90.049787",1,,Medtronic Inc. & Grizzlies Academy,,
,IL,"Chicago, IL ",3110,,2016,2009,"41.989246,-87.666622",1,,NDEP/National Defense Education Program/Friends of Rickover & Rickover Naval Academy High Schl ,,
MAR,NJ,"Newark, NJ ",3111,,2011,2009,"40.788452,-74.19033",1,,SRT & Essex County Vocational Technical Schools,,
,NY,"Bronx, NY ",3112,,2010,2009,"40.822326,-73.855957",1,,SRT & Gateway School for Environmental Research & Technology High School,,
MI,MI,"Southfield, MI ",3114,,2010,2009,"42.47051,-83.26066",1,,"AT&T/SRT & University High School Academy, 24815 Lahser Road, Southfield MI 48033",,
MI,MI,"Detroit, MI ",3115,,2012,2009,"42.342119,-83.102507",1,,SRT/AT&T & WEST SIDE ACADEMY High School & Detroit Public Schools,,
,TN,"Memphis, TN ",3116,,2014,2009,"35.139481,-90.029555",1,,Shelby Country Schools & Memphis Academy of Science and Engineering,,
,Canada-QC,"Sherbrooke, QC, Canada",3117,,2016,2009,"45.380352,-71.943843",1,,Bombardier Aéronautique / Université de Sherbrooke / BRP / 24 juin / CSRS / UTC / M.I. Integration & Triolet ,,
MI,MI,"Detroit, MI ",3119,,2010,2009,"42.394372,-83.026532",1,,SRT/AT&T & Crockett Technical High School & Detroit Public Schools District,,
,CA,"Sherman Oaks, CA ",3120,,2016,2009,"34.158711,-118.427382",1,,"Mooney Industries/John Bojorquez/Wagner Engineering & Survey, Inc. & Notre Dame High School ",,
,OH,"Portage County, OH ",3121,,2009,2009,"41.067815,-81.343457",1,,Buckeye Regional & Field High School,,
,MN,"New Ulm, MN ",3122,,2016,2009,"44.305129,-94.463465",1,,3M / Precision Tool / AMPI / DLC Manufacturing & Fabrication / MN National Guard / Windings / Buddy Acres Woodworks / Bolton & Menk & New Ulm High School ,,
MAR,PA,"Pottstown, PA",3123,,2013,2010,"40.177939,-75.658207",1,"Pfizer / Comcast / Plas-Tech Coatings, Inc. / Exelon / NASA & Owen J. Roberts High School",VideoRay / Superior Tube / gPARSEC / Lockheed Martin / Comcast & Owen J. Roberts High School,,
,OK,"Edmond, OK",3124,,2010,2010,"35.671059,-97.485174",1,Oklahoma State Department of Education & Edmond North High School & Edmond Public Schools,Oklahoma State Department of Education & Edmond North High School & Edmond Public Schools,,
NE,CT,"Hartford, CT",3125,,2011,2010,"41.751364,-72.684106",1,"Gerber Technology, Inc. / United Technologies Corporation / Capitol Region Education Council & Greater Hartford Academy of Math and Science","Gerber Technology, Inc./United Technologies Corporation/Capitol Region Education Council/AT&T & Greater Hartford Academy of Math and Science",,
